chromosome1,start1,end1,chromosome2,start2,end2,PET Count,Hypergeometric p-value,Bayes mixture 1
chr1,190100000,190105000,chr1,190105000,190110000,1,7.71228381119897e-05,0
chr12,85550000,85555000,chr12,85555000,85560000,2,1.4373081941661e-09,0
chr2,203655000,203660000,chr2,203660000,203665000,2,3.02762789968443e-09,0
chr9,123400000,123405000,chr9,123410000,123415000,1,0.000305119520481678,0
chr2,194405000,194410000,chr2,194410000,194415000,3,6.96383544040307e-15,0
chr20,7030000,7035000,chr20,7040000,7045000,1,4.67880118952985e-05,0
chr3,114250000,114255000,chr3,114255000,114260000,1,2.00167916656259e-05,0
chr15,100705000,100710000,chr15,100710000,100715000,1,3.52790658129133e-05,0
chr4,27075000,27080000,chr4,27080000,27085000,1,2.17682286189909e-05,0
chr14,68855000,68860000,chr14,68860000,68865000,2,7.47019684672458e-09,0
chr13,32560000,32565000,chr13,32565000,32570000,2,9.17796714007382e-10,0
chr4,99075000,99080000,chr4,99080000,99085000,3,4.45168001358686e-14,0
chr12,100990000,100995000,chr12,101000000,101005000,1,9.19747691817725e-05,0
chrX,22480000,22485000,chrX,22485000,22490000,1,8.48532369159245e-05,0
chr14,107215000,107220000,chr14,107220000,107225000,2,1.94410764622169e-10,0
chr11,90430000,90435000,chr11,90435000,90440000,1,1.91744417785353e-05,0
chr15,97235000,97240000,chr15,97250000,97255000,1,0.000146737990808878,0
chr9,82480000,82485000,chr9,82485000,82490000,2,5.82389229867628e-11,0
chrX,112765000,112770000,chrX,112770000,112775000,2,1.46798876105273e-09,0
chr4,172770000,172775000,chr4,172775000,172780000,2,1.62292133713735e-09,0
chr2,194365000,194370000,chr2,194375000,194380000,1,3.20598480138233e-05,0
chr20,15490000,15495000,chr20,15500000,15505000,1,6.48556976271317e-05,0
chrX,53085000,53090000,chrX,53090000,53095000,2,5.97283723178893e-09,0
chr17,37645000,37650000,chr17,37655000,37660000,1,0.000389033591364829,0
chr11,98760000,98765000,chr11,98765000,98770000,2,1.66247032908107e-09,0
chr7,124800000,124805000,chr7,124805000,124810000,3,3.03753166494785e-12,0
chr16,59145000,59150000,chr16,59155000,59160000,1,0.000134222404003967,0
chr13,95975000,95980000,chr13,95980000,95985000,2,7.28732349242148e-09,0
chr5,29855000,29860000,chr5,29865000,29870000,1,0.00012058498094442,0
chr10,134500000,134505000,chr10,134505000,134510000,4,5.96349182098576e-18,0
chr7,10200000,10205000,chr7,10205000,10210000,1,2.34904607815599e-05,0
chrX,74445000,74450000,chrX,74455000,74460000,1,4.51742763332566e-05,0
chr8,47030000,47035000,chr8,47035000,47040000,1,4.46321906723272e-05,0
chr6,121250000,121255000,chr6,121255000,121260000,1,3.37528576209879e-05,0
chr13,68740000,68745000,chr13,68745000,68750000,1,3.14968985764981e-05,0
chrX,33475000,33480000,chrX,33485000,33490000,1,6.81872855147347e-05,0
chr4,122800000,122805000,chr4,122810000,122815000,1,0.0001580317775913,0
chr4,12720000,12725000,chr4,12725000,12730000,1,9.25459885522006e-05,0
chr8,24805000,24810000,chr8,24815000,24820000,1,0.000150477603032023,0
chr4,19995000,20000000,chr4,20000000,20005000,3,4.35169120033033e-13,0
chr13,114175000,114180000,chr13,114180000,114185000,2,1.90286908922678e-09,0
chr8,3765000,3770000,chr8,3770000,3775000,3,1.52230773644638e-14,0
chr19,22320000,22325000,chr19,22325000,22330000,1,2.46580722223493e-05,0
chr13,60200000,60205000,chr13,60205000,60210000,2,1.43294721507737e-08,0
chr3,174890000,174895000,chr3,174895000,174900000,3,3.57769833066865e-14,0
chr3,89885000,89890000,chr3,89890000,89895000,1,2.62009868397516e-05,0
chr12,16615000,16620000,chr12,16625000,16630000,1,5.46606483662108e-05,0
chr4,134920000,134925000,chr4,134925000,134930000,3,2.76436306139259e-14,0
chr18,32290000,32295000,chr18,32295000,32300000,2,1.44238588983881e-08,0
chr11,35885000,35890000,chr11,35890000,35895000,4,1.76143159030547e-17,0
chr14,48650000,48655000,chr14,48655000,48660000,1,8.45719097300597e-06,0
chr14,37905000,37910000,chr14,37910000,37915000,1,4.72883987191187e-05,0
chr7,42125000,42130000,chr7,42130000,42135000,3,3.38624528141565e-14,0
chr13,89135000,89140000,chr13,89145000,89150000,1,1.82403334293499e-05,0
chr2,96680000,96685000,chr2,96685000,96690000,1,1.21436142681054e-05,0
chr13,24775000,24780000,chr13,24780000,24785000,2,1.37690292200435e-09,0
chr17,52900000,52905000,chr17,52905000,52910000,1,5.31636991504721e-05,0
chr4,168320000,168325000,chr4,168325000,168330000,1,3.64549896735646e-05,0
chr21,28255000,28260000,chr21,28260000,28265000,3,1.46715231659234e-13,0
chr3,149470000,149475000,chr3,149475000,149480000,2,2.53696590128098e-09,0
chrX,66200000,66205000,chrX,66205000,66210000,1,2.03170376097079e-05,0
chr8,114185000,114190000,chr8,114190000,114195000,4,1.18205058670797e-19,0
chr8,108935000,108940000,chr8,108940000,108945000,4,2.8260088673814e-18,0
chr11,123345000,123350000,chr11,123350000,123355000,1,9.21582264450873e-05,0
chr2,220130000,220135000,chr2,220150000,220155000,1,0.000204850938786461,0
chr17,20185000,20190000,chr17,20195000,20200000,1,9.56522477410943e-05,0
chr8,65935000,65940000,chr8,65940000,65945000,1,1.67432661688395e-05,0
chr13,55490000,55495000,chr13,55495000,55500000,1,8.10689548859653e-06,0
chr4,144720000,144725000,chr4,144725000,144730000,1,1.36615457125904e-05,0
chr3,21615000,21620000,chr3,21620000,21625000,4,1.0443400115344e-18,0
chr4,168415000,168420000,chr4,168425000,168430000,1,3.97075396363466e-05,0
chr2,52845000,52850000,chr2,52855000,52860000,1,7.69769018299942e-05,0
chr17,39145000,39150000,chr17,39150000,39155000,1,5.40435236492529e-05,0
chr3,120085000,120090000,chr3,120090000,120095000,3,1.07239860466775e-14,0
chr10,120075000,120080000,chr10,120085000,120090000,1,9.65736949425991e-05,0
chr13,67420000,67425000,chr13,67430000,67435000,1,4.50783660465312e-05,0
chr20,15850000,15855000,chr20,15855000,15860000,1,1.66640341001175e-05,0
chr4,58305000,58310000,chr4,58315000,58320000,1,0.000169700504872538,0
chr15,87485000,87490000,chr15,87490000,87495000,2,1.47816859546687e-09,0
chr4,57770000,57775000,chr4,57785000,57790000,1,0.000318172631112732,0
chr2,151285000,151290000,chr2,151300000,151305000,1,0.000163914114145122,0
chr18,51845000,51850000,chr18,51850000,51855000,1,6.17992886791833e-05,0
chrX,70000000,70005000,chrX,70005000,70010000,2,5.2326403530082e-10,0
chr11,49585000,49590000,chr11,49590000,49595000,2,2.95176604824454e-11,0
chrX,38035000,38040000,chrX,38040000,38045000,3,4.00088575984204e-14,0
chr8,14295000,14300000,chr8,14300000,14305000,3,2.19334530746357e-14,0
chr6,102525000,102530000,chr6,102530000,102535000,1,3.02333922670547e-05,0
chr4,188640000,188645000,chr4,188645000,188650000,1,2.69557618654551e-05,0
chr4,167815000,167820000,chr4,167820000,167825000,1,2.80357968018706e-05,0
chr2,200835000,200840000,chr2,200840000,200845000,1,0.000110887207575542,0
chr7,26065000,26070000,chr7,26070000,26075000,2,5.40032111115752e-10,0
chr20,9695000,9700000,chr20,9700000,9705000,1,3.3673627526845e-05,0
chr9,118160000,118165000,chr9,118170000,118175000,1,6.39508687906359e-05,0
chrX,23295000,23300000,chrX,23305000,23310000,1,2.82568076653007e-05,0
chr10,60360000,60365000,chr10,60365000,60370000,3,6.2641342391875e-13,0
chr4,123305000,123310000,chr4,123310000,123315000,2,1.22015639273194e-09,0
chr12,73275000,73280000,chr12,73280000,73285000,2,2.01310947519716e-09,0
chr10,102165000,102170000,chr10,102170000,102175000,1,1.84696895141746e-05,0
chr4,13670000,13675000,chr4,13680000,13685000,1,0.00010874000187753,0
chr6,62840000,62845000,chr6,62845000,62850000,3,9.51453884678245e-15,0
chrX,46425000,46430000,chrX,46430000,46435000,3,1.69794735907865e-13,0
chr1,117190000,117195000,chr1,117195000,117200000,1,5.21796140968264e-05,0
chrX,150900000,150905000,chrX,150905000,150910000,1,6.46347032469292e-05,0
chr6,88620000,88625000,chr6,88625000,88630000,2,7.41700503160082e-09,0
chr20,43930000,43935000,chr20,43935000,43940000,4,3.28287274845562e-16,0
chr7,43475000,43480000,chr7,43480000,43485000,2,5.48684331824319e-09,0
chr20,60850000,60855000,chr20,60855000,60860000,3,7.02893498716644e-13,0
chr12,15985000,15990000,chr12,15990000,15995000,4,3.67948967404116e-18,0
chr11,122275000,122280000,chr11,122280000,122285000,4,2.8115261725156e-18,0
chrX,127475000,127480000,chrX,127480000,127485000,2,5.41156169943232e-10,0
chr3,94000000,94005000,chr3,94005000,94010000,2,3.69830154999197e-09,0
chr9,81660000,81665000,chr9,81665000,81670000,2,5.22792724810416e-10,0
chrY,10020000,10025000,chrY,10025000,10030000,1,0.00146633118226772,0
chr12,74125000,74130000,chr12,74135000,74140000,1,6.89044719823534e-05,0
chr10,72810000,72815000,chr10,72820000,72825000,1,0.000233896535685197,0
chr15,33345000,33350000,chr15,33355000,33360000,1,0.000189752215990504,0
chr9,98805000,98810000,chr9,98810000,98815000,3,5.40072689326155e-14,0
chr6,62305000,62310000,chr6,62315000,62320000,1,3.23183869538988e-05,0
chr7,85140000,85145000,chr7,85145000,85150000,2,2.44266288723846e-09,0
chr6,64075000,64080000,chr6,64080000,64085000,1,2.85236947408372e-05,0
chr14,38570000,38575000,chr14,38580000,38585000,1,3.9499042849897e-05,0
chr1,62600000,62605000,chr1,62605000,62610000,3,4.84312669766623e-13,0
chr4,87760000,87765000,chr4,87770000,87775000,2,1.44369617117442e-08,0
chr1,207060000,207065000,chr1,207070000,207075000,1,0.000434460578956426,0
chr11,91055000,91060000,chr11,91065000,91070000,1,8.89685610503078e-05,0
chrX,54620000,54625000,chrX,54625000,54630000,3,6.05427298341747e-15,0
chr11,121830000,121835000,chr11,121840000,121845000,1,4.83308653598304e-05,0
chrX,19515000,19520000,chrX,19520000,19525000,2,3.463314551183e-09,0
chr12,84265000,84270000,chr12,84270000,84275000,4,1.92954185452252e-19,0
chr11,88455000,88460000,chr11,88460000,88465000,2,2.09235673220135e-10,0
chr7,81145000,81150000,chr7,81150000,81155000,3,2.86759253559072e-14,0
chr1,197490000,197495000,chr1,197500000,197505000,1,8.50659037977376e-05,0
chr19,53260000,53265000,chr19,53270000,53275000,1,0.000100726446672018,0
chr10,124185000,124190000,chr10,124190000,124195000,2,2.00715920870503e-09,0
chr13,31455000,31460000,chr13,31465000,31470000,1,7.43708883820278e-05,0
chr15,31095000,31100000,chr15,31100000,31105000,1,1.26106710963739e-05,0
chr13,77205000,77210000,chr13,77215000,77220000,1,3.16845499065396e-05,0
chr13,69130000,69135000,chr13,69140000,69145000,1,5.47315350882738e-05,0
chr7,110090000,110095000,chr7,110095000,110100000,3,1.53296018606874e-12,0
chr2,214090000,214095000,chr2,214100000,214105000,1,3.53582948083565e-05,0
chr4,63655000,63660000,chr4,63665000,63670000,1,4.27849306486785e-05,0
chr19,35185000,35190000,chr19,35190000,35195000,1,4.08334386401924e-05,0
chr5,168435000,168440000,chr5,168440000,168445000,1,0.000114635417449361,0
chr13,78795000,78800000,chr13,78805000,78810000,1,2.46872625224241e-05,0
chrX,85060000,85065000,chrX,85065000,85070000,2,7.9817411423972e-10,0
chr11,6130000,6135000,chr11,6140000,6145000,1,7.24945747921432e-05,0
chr7,8535000,8540000,chr7,8550000,8555000,1,0.000102827826417943,0
chr7,118680000,118685000,chr7,118690000,118695000,1,0.000190252465743323,0
chr4,148750000,148755000,chr4,148755000,148760000,2,8.22831766746882e-10,0
chr7,124545000,124550000,chr7,124550000,124555000,3,1.42695883310831e-12,0
chr2,210000000,210005000,chr2,210005000,210010000,2,2.86044353885316e-10,0
chr1,98290000,98295000,chr1,98295000,98300000,2,1.2210845422418e-09,0
chr15,28345000,28350000,chr15,28350000,28355000,2,1.67647883237679e-09,0
chr18,76080000,76085000,chr18,76085000,76090000,3,2.6759276892876e-14,0
chr8,23960000,23965000,chr8,23965000,23970000,4,7.93187746647214e-18,0
chr4,69415000,69420000,chr4,69420000,69425000,2,1.61261445356849e-10,0
chr6,62955000,62960000,chr6,62960000,62965000,3,4.28243287683781e-14,0
chr1,146695000,146700000,chr1,146700000,146705000,2,7.91066019031514e-10,0
chr5,116915000,116920000,chr5,116920000,116925000,3,6.28343540990315e-14,0
chr12,97850000,97855000,chr12,97855000,97860000,4,2.33665400163654e-18,0
chr4,157590000,157595000,chr4,157595000,157600000,2,6.80635824095999e-10,0
chr4,100860000,100865000,chr4,100870000,100875000,1,0.00026167336960186,0
chr18,56845000,56850000,chr18,56850000,56855000,1,6.1557443747293e-05,0
chr15,73500000,73505000,chr15,73505000,73510000,1,6.05233519970995e-05,0
chr21,47385000,47390000,chr21,47395000,47400000,1,0.00015304153383877,0
chr9,80205000,80210000,chr9,80210000,80215000,3,5.13296609049999e-14,0
chr14,106595000,106600000,chr14,106600000,106605000,3,1.37408325270064e-15,0
chr2,58035000,58040000,chr2,58040000,58045000,1,6.90629222317444e-05,0
chr1,248230000,248235000,chr1,248235000,248240000,1,8.36544668150219e-06,0
chr9,81855000,81860000,chr9,81860000,81865000,3,4.29568708687849e-15,0
chrX,129740000,129745000,chrX,129745000,129750000,2,3.27776716493688e-09,0
chr5,101680000,101685000,chr5,101685000,101690000,2,3.73063392074521e-09,0
chr7,110860000,110865000,chr7,110865000,110870000,4,1.7572847631051e-16,0
chr18,50780000,50785000,chr18,50785000,50790000,2,7.84399157392883e-11,0
chr1,66940000,66945000,chr1,66950000,66955000,1,0.000124641637653126,0
chr13,38775000,38780000,chr13,38780000,38785000,3,5.52724612866683e-15,0
chr2,189260000,189265000,chr2,189270000,189275000,1,4.89771861563532e-05,0
chr1,12850000,12855000,chr1,12855000,12860000,2,3.66873852117452e-09,0
chr8,81950000,81955000,chr8,81955000,81960000,2,3.73947290078472e-09,0
chr18,42805000,42810000,chr18,42810000,42815000,2,8.95676032820594e-10,0
chrX,94320000,94325000,chrX,94330000,94335000,1,6.52222463460959e-06,0
chr7,147795000,147800000,chr7,147800000,147805000,3,1.02328071424792e-13,0
chrX,37785000,37790000,chrX,37790000,37795000,1,4.34354329572379e-05,0
chr5,28390000,28395000,chr5,28395000,28400000,3,1.98789994376667e-13,0
chr21,10990000,10995000,chr21,10995000,11000000,1,3.73973974850142e-05,0
chr4,163695000,163700000,chr4,163705000,163710000,1,9.17788030116471e-05,0
chr2,52700000,52705000,chr2,52705000,52710000,3,1.12065389262555e-13,0
chr14,36445000,36450000,chr14,36450000,36455000,1,3.20598480138233e-05,0
chr13,55225000,55230000,chr13,55230000,55235000,1,2.04254595664123e-05,0
chr9,1330000,1335000,chr9,1340000,1345000,1,2.83151880823426e-05,0
chr2,241745000,241750000,chr2,241750000,241755000,2,6.33500905947267e-09,0
chr9,20025000,20030000,chr9,20035000,20040000,1,2.96078934384203e-05,0
chr5,45570000,45575000,chr5,45580000,45585000,1,2.01544098818806e-05,0
chr4,164255000,164260000,chr4,164260000,164265000,4,1.22934675351969e-17,0
chr12,126975000,126980000,chr12,126980000,126985000,3,1.52018304131691e-14,0
chr4,123970000,123975000,chr4,123985000,123990000,1,0.000207885630530491,0
chr3,28450000,28455000,chr3,28455000,28460000,1,5.35456981291586e-06,0
chr3,22890000,22895000,chr3,22895000,22900000,1,3.41281540012116e-05,0
chr2,140750000,140755000,chr2,140755000,140760000,3,2.31529744994381e-14,0
chr5,125180000,125185000,chr5,125185000,125190000,2,3.62356143115605e-10,0
chr4,94390000,94395000,chr4,94400000,94405000,1,5.76462136744521e-05,0
chr1,22260000,22265000,chr1,22270000,22275000,1,0.00053305005828166,0
chr17,70720000,70725000,chr17,70730000,70735000,1,0.000447076771643996,0
chr1,191165000,191170000,chr1,191170000,191175000,4,8.27625995630899e-18,0
chrX,13565000,13570000,chrX,13575000,13580000,1,8.95522938427449e-05,0
chr8,136845000,136850000,chr8,136850000,136855000,3,1.31667131713688e-14,0
chr4,149970000,149975000,chr4,149975000,149980000,2,5.66203138726969e-10,0
chrX,28415000,28420000,chrX,28420000,28425000,1,1.08091655863138e-05,0
chrX,65235000,65240000,chrX,65245000,65250000,1,0.000232100008248813,0
chr5,55550000,55555000,chr5,55560000,55565000,1,0.00031123351823215,0
chr4,27505000,27510000,chr4,27520000,27525000,1,8.28935498064011e-05,0
chr18,61810000,61815000,chr18,61815000,61820000,3,6.8832332644195e-16,0
chrX,137280000,137285000,chrX,137285000,137290000,1,2.24437766451107e-05,0
chr9,26640000,26645000,chr9,26650000,26655000,1,9.7791353298219e-06,0
chr2,116760000,116765000,chr2,116770000,116775000,1,7.51089136585473e-05,0
chr5,57460000,57465000,chr5,57465000,57470000,3,4.14627115328015e-13,0
chr18,39380000,39385000,chr18,39385000,39390000,2,6.43678879995952e-09,0
chr6,30210000,30215000,chr6,30215000,30220000,3,1.02589054357404e-14,0
chr14,91425000,91430000,chr14,91435000,91440000,2,3.48255742658557e-08,0
chr16,64945000,64950000,chr16,64950000,64955000,4,2.12533504950963e-18,0
chr6,88965000,88970000,chr6,88975000,88980000,1,2.34028987356648e-05,0
chr5,15895000,15900000,chr5,15905000,15910000,1,4.51576051263182e-05,0
chr11,129405000,129410000,chr11,129410000,129415000,1,7.25070761749788e-05,0
chr4,93225000,93230000,chr4,93235000,93240000,1,5.05408731831557e-05,0
chr2,22210000,22215000,chr2,22215000,22220000,2,1.14203371571574e-09,0
chrX,104960000,104965000,chrX,104965000,104970000,1,3.64299704576782e-05,0
chr2,149320000,149325000,chr2,149325000,149330000,2,2.05686026138211e-09,0
chr3,74975000,74980000,chr3,74980000,74985000,3,2.43446664181411e-15,0
chr13,38715000,38720000,chr13,38720000,38725000,2,1.41658589857251e-09,0
chr1,155345000,155350000,chr1,155350000,155355000,3,1.89113212749015e-12,0
chr2,115775000,115780000,chr2,115780000,115785000,2,1.04174893972175e-09,0
chr11,55205000,55210000,chr11,55210000,55215000,3,6.97019680804724e-15,0
chrX,27125000,27130000,chrX,27130000,27135000,3,5.97121351281982e-15,0
chr5,17730000,17735000,chr5,17735000,17740000,2,3.85704604755609e-09,0
chr7,55560000,55565000,chr7,55565000,55570000,1,0.000120576633400976,0
chr4,33010000,33015000,chr4,33015000,33020000,3,9.23880644594399e-15,0
chr13,46725000,46730000,chr13,46735000,46740000,1,0.000113109454345032,0
chr5,60770000,60775000,chr5,60775000,60780000,3,4.26832506690233e-14,0
chr4,46245000,46250000,chr4,46250000,46255000,3,2.97987949526581e-13,0
chr13,20035000,20040000,chr13,20040000,20045000,3,3.83426785952668e-17,0
chrX,104415000,104420000,chrX,104425000,104430000,1,2.89198396804611e-05,0
chr3,23190000,23195000,chr3,23195000,23200000,3,1.59457793053927e-13,0
chr16,20325000,20330000,chr16,20335000,20340000,2,8.82857284947892e-09,0
chr13,109520000,109525000,chr13,109525000,109530000,2,1.09480383926177e-09,0
chr10,58900000,58905000,chr10,58905000,58910000,3,1.29745676959076e-14,0
chr6,6465000,6470000,chr6,6475000,6480000,1,0.000160779097434029,0
chr9,82950000,82955000,chr9,82955000,82960000,3,2.80194283735222e-16,0
chr5,16500000,16505000,chr5,16505000,16510000,3,2.44890778925884e-13,0
chr6,91950000,91955000,chr6,91960000,91965000,1,2.80024366808452e-05,0
chr6,63840000,63845000,chr6,63850000,63855000,1,5.74210496749593e-05,0
chr3,101215000,101220000,chr3,101220000,101225000,2,1.38715544448025e-08,0
chr6,64125000,64130000,chr6,64130000,64135000,3,8.68793795041595e-14,0
chr3,130720000,130725000,chr3,130730000,130735000,1,0.00016886673448833,0
chr13,104560000,104565000,chr13,104565000,104570000,2,6.70518243156855e-11,0
chr2,127620000,127625000,chr2,127625000,127630000,3,2.64040028451603e-13,0
chr15,81810000,81815000,chr15,81820000,81825000,1,0.000233896547388623,0
chr16,66740000,66745000,chr16,66745000,66750000,4,1.63975320338524e-16,0
chr11,100435000,100440000,chr11,100440000,100445000,3,1.75645618653969e-14,0
chr4,410000,415000,chr4,415000,420000,3,2.18470716946636e-13,0
chr9,80195000,80200000,chr9,80200000,80205000,2,1.10995500568461e-09,0
chr11,23600000,23605000,chr11,23605000,23610000,2,2.23814414491782e-10,0
chr5,99335000,99340000,chr5,99340000,99345000,4,8.05571002387641e-19,0
chr13,72780000,72785000,chr13,72785000,72790000,3,4.49511861705268e-14,0
chr2,142840000,142845000,chr2,142845000,142850000,1,3.91320884462534e-05,0
chr8,96835000,96840000,chr8,96840000,96845000,4,1.36963662226083e-18,0
chr12,84675000,84680000,chr12,84680000,84685000,3,2.44513906204773e-14,0
chrX,104605000,104610000,chrX,104615000,104620000,1,4.59040012998585e-05,0
chr4,143290000,143295000,chr4,143300000,143305000,1,6.80538551138777e-05,0
chr11,5930000,5935000,chr11,5935000,5940000,1,2.53044334273187e-05,0
chr3,163665000,163670000,chr3,163670000,163675000,3,1.18860898575857e-14,0
chr5,107420000,107425000,chr5,107425000,107430000,3,1.20880063502383e-13,0
chr4,190400000,190405000,chr4,190405000,190410000,1,6.74324501983616e-06,0
chr2,3990000,3995000,chr2,3995000,4000000,4,1.96048358471271e-19,0
chr11,129475000,129480000,chr11,129480000,129485000,4,7.27572827589601e-17,0
chr4,34425000,34430000,chr4,34430000,34435000,2,4.83679638695033e-11,0
chr5,22265000,22270000,chr5,22270000,22275000,3,6.73677562806836e-14,0
chr4,45400000,45405000,chr4,45410000,45415000,1,3.14426917675119e-05,0
chr7,37655000,37660000,chr7,37660000,37665000,3,9.41790923322676e-15,0
chrX,27870000,27875000,chrX,27875000,27880000,1,4.28099489336451e-05,0
chr5,45235000,45240000,chr5,45240000,45245000,1,3.87067559618872e-05,0
chr1,99470000,99475000,chr1,99480000,99485000,1,2.13637275868433e-05,0
chr4,179875000,179880000,chr4,179880000,179885000,2,5.73946466154194e-10,0
chr1,97605000,97610000,chr1,97610000,97615000,4,3.36113361132099e-18,0
chr13,77845000,77850000,chr13,77850000,77855000,4,6.52986074261818e-19,0
chr2,144815000,144820000,chr2,144825000,144830000,1,0.000198681437132166,0
chr11,111620000,111625000,chr11,111625000,111630000,3,5.4054153652395e-12,0
chr3,98665000,98670000,chr3,98670000,98675000,2,3.4141830431483e-09,0
chr13,101890000,101895000,chr13,101895000,101900000,3,3.05025870722642e-15,0
chr14,52500000,52505000,chr14,52510000,52515000,1,0.000126209256991535,0
chr3,105900000,105905000,chr3,105910000,105915000,1,4.59373608080809e-05,0
chr1,20770000,20775000,chr1,20780000,20785000,1,0.000383441465740012,0
chrX,81745000,81750000,chrX,81750000,81755000,2,1.31811642039905e-10,0
chr10,18415000,18420000,chr10,18420000,18425000,2,6.67109236274065e-09,0
chr17,7190000,7195000,chr17,7195000,7200000,3,5.6935802701903e-14,0
chr4,154915000,154920000,chr4,154925000,154930000,1,8.44404501999919e-05,0
chr3,89200000,89205000,chr3,89205000,89210000,1,3.43575024243536e-05,0
chr7,3775000,3780000,chr7,3780000,3785000,3,2.34819636019622e-13,0
chr3,102450000,102455000,chr3,102455000,102460000,1,1.89158887915927e-05,0
chr14,22365000,22370000,chr14,22370000,22375000,3,4.49262796626304e-15,0
chr18,37255000,37260000,chr18,37265000,37270000,1,0.00019803947617958,0
chr2,171065000,171070000,chr2,171070000,171075000,4,6.1835233387599e-18,0
chr2,148125000,148130000,chr2,148135000,148140000,1,0.00011282593847179,0
chr2,8120000,8125000,chr2,8125000,8130000,3,1.36592066975902e-13,0
chr12,27220000,27225000,chr12,27225000,27230000,4,8.72769345753934e-18,0
chr3,188395000,188400000,chr3,188405000,188410000,1,4.15965092707587e-05,0
chr14,63355000,63360000,chr14,63365000,63370000,1,4.24096387419085e-05,0
chrX,37550000,37555000,chrX,37560000,37565000,1,5.73626743070399e-05,0
chr7,47140000,47145000,chr7,47145000,47150000,2,1.3102919630903e-09,0
chr12,89260000,89265000,chr12,89270000,89275000,1,4.31810690462522e-05,0
chrX,53340000,53345000,chrX,53350000,53355000,1,0.000287064649744515,0
chr13,27935000,27940000,chr13,27940000,27945000,2,2.76137848465286e-09,0
chr16,31925000,31930000,chr16,31930000,31935000,4,3.63915236106093e-17,0
chr13,80290000,80295000,chr13,80295000,80300000,3,2.16969217214932e-14,0
chr1,35715000,35720000,chr1,35725000,35730000,1,0.000321340029214987,0
chr16,87295000,87300000,chr16,87310000,87315000,1,0.000115952914090157,0
chr18,28920000,28925000,chr18,28935000,28940000,1,0.000152507905850898,0
chr5,124850000,124855000,chr5,124855000,124860000,1,6.60357242845434e-05,0
chr3,120035000,120040000,chr3,120040000,120045000,2,6.14080126317511e-09,0
chr8,109095000,109100000,chr8,109100000,109105000,2,7.11272717986325e-10,0
chr9,3185000,3190000,chr9,3190000,3195000,3,7.8635217096754e-14,0
chr3,94975000,94980000,chr3,94985000,94990000,1,5.75211203408178e-05,0
chr13,64755000,64760000,chr13,64760000,64765000,3,2.30534716308216e-15,0
chr4,92400000,92405000,chr4,92410000,92415000,1,4.79889317665757e-05,0
chr7,51435000,51440000,chr7,51440000,51445000,3,7.37340446796455e-13,0
chr4,121525000,121530000,chr4,121535000,121540000,1,0.000107764367478983,0
chrX,125895000,125900000,chrX,125900000,125905000,3,1.84594275506049e-15,0
chr12,86295000,86300000,chr12,86300000,86305000,1,2.45538213415819e-05,0
chr11,121045000,121050000,chr11,121055000,121060000,1,2.63010684342105e-05,0
chrX,67315000,67320000,chrX,67320000,67325000,2,3.11448864691776e-10,0
chr5,88800000,88805000,chr5,88805000,88810000,4,5.09280072562113e-18,0
chr2,148850000,148855000,chr2,148860000,148865000,1,0.000160612336241438,0
chr16,60790000,60795000,chr16,60800000,60805000,1,0.000145533138868439,0
chr5,113500000,113505000,chr5,113505000,113510000,2,3.37160826399088e-09,0
chr8,65390000,65395000,chr8,65395000,65400000,3,8.59094854562285e-14,0
chrX,104890000,104895000,chrX,104895000,104900000,3,1.44769435443292e-15,0
chr10,26860000,26865000,chr10,26865000,26870000,3,3.46576104616428e-13,0
chr4,158260000,158265000,chr4,158265000,158270000,3,1.21789240982084e-13,0
chr4,92295000,92300000,chr4,92300000,92305000,1,1.95414019092252e-05,0
chr10,36555000,36560000,chr10,36560000,36565000,1,4.9490075353918e-05,0
chr2,243030000,243035000,chr2,243035000,243040000,2,1.16635943983755e-10,0
chr4,95430000,95435000,chr4,95435000,95440000,3,8.58629530315047e-13,0
chr6,93815000,93820000,chr6,93825000,93830000,1,2.79357164321122e-05,0
chr8,89845000,89850000,chr8,89850000,89855000,2,1.73859278495917e-09,0
chr4,190315000,190320000,chr4,190320000,190325000,2,2.92044366485858e-10,0
chr22,47830000,47835000,chr22,47835000,47840000,2,4.22543410323947e-10,0
chr5,24385000,24390000,chr5,24395000,24400000,1,3.88443652990384e-05,0
chr7,149890000,149895000,chr7,149895000,149900000,1,1.59384345044842e-05,0
chr3,51355000,51360000,chr3,51360000,51365000,1,4.14714111379822e-05,0
chr16,88795000,88800000,chr16,88805000,88810000,1,0.000129010957564848,0
chr7,78530000,78535000,chr7,78535000,78540000,4,4.5815204130696e-18,0
chr4,115580000,115585000,chr4,115585000,115590000,3,1.2698906331674e-13,0
chr12,98530000,98535000,chr12,98540000,98545000,1,0.000101126710841912,0
chr3,175390000,175395000,chr3,175395000,175400000,3,2.27520456732643e-14,0
chr12,77655000,77660000,chr12,77660000,77665000,2,5.8707362371399e-11,0
chr5,160385000,160390000,chr5,160390000,160395000,2,4.41165202485328e-09,0
chrX,75300000,75305000,chrX,75305000,75310000,1,1.45039124393324e-05,0
chr13,62855000,62860000,chr13,62860000,62865000,1,4.02329489093057e-05,0
chr1,103210000,103215000,chr1,103215000,103220000,2,3.34069132153171e-10,0
chr11,22710000,22715000,chr11,22720000,22725000,1,0.000133000841599167,0
chrX,88190000,88195000,chrX,88195000,88200000,2,4.39979929395963e-10,0
