chromosome1,start1,end1,chromosome2,start2,end2,PET Count,Hypergeometric p-value,Bayes mixture 1,YY1peak1_start,YY1peak1_end,YY1peak2_start,YY1peak2_end,YY1_distance
chr2,12315000,12320000,chr2,12325000,12330000,9,1.70251011254783e-35,0.992,12317233,12317496,12327986,12328209,10733
chr2,12420000,12425000,chr2,12425000,12430000,19,6.51374122772204e-78,1,12419900,12420150,12428707,12428956,8806
chr2,12470000,12475000,chr2,12480000,12485000,10,8.47694661162538e-43,0.999,12471085,12471359,12482010,12482237,10901
chr2,127415000,127420000,chr2,127420000,127425000,12,4.37290045153288e-50,0.976,127415181,127415874,127421789,127422014,6374
chr2,127420000,127425000,chr2,127430000,127435000,11,2.51007532274302e-45,0.999,127421789,127422014,127431632,127431918,9873
chr2,127820000,127825000,chr2,127825000,127830000,12,1.29017095717282e-53,0.965,127822245,127822893,127825700,127825837,3199
chr2,128050000,128055000,chr2,128065000,128070000,9,3.02637420668526e-38,0.999,128051512,128051882,128065176,128065353,13567
chr2,128165000,128170000,chr2,128170000,128175000,12,1.66769976100763e-50,0.982,128165570,128165925,128173498,128173718,7860
chr2,128565000,128570000,chr2,128575000,128580000,19,2.01576717676151e-74,1,128568085,128569357,128577737,128577855,9075
chr2,128575000,128580000,chr2,128580000,128585000,12,7.26776736696404e-50,0.97,128577737,128577855,128584343,128584491,6621
chr2,128615000,128620000,chr2,128620000,128625000,16,1.74594682130514e-66,1,128615311,128615996,128622419,128622639,6875
chr2,128845000,128850000,chr2,128855000,128860000,8,8.64501468067776e-32,0.968,128848448,128849010,128857560,128857759,8930
chr2,131100000,131105000,chr2,131105000,131110000,24,3.56614080623321e-100,1,131099380,131100856,131109197,131109342,9151
chr2,131100000,131105000,chr2,131110000,131115000,12,1.32413199535253e-48,0.999,131099380,131100856,131113288,131113838,13445
chr2,131105000,131110000,chr2,131110000,131115000,15,7.55386936163068e-62,0.999,131109197,131109342,131113288,131113838,4293
chr2,131110000,131115000,chr2,131125000,131130000,7,1.44860636589346e-27,0.906,131113288,131113838,131129366,131129565,15902
chr2,131110000,131115000,chr2,131130000,131135000,8,5.86310056824386e-31,0.983,131113288,131113838,131129599,131130414,16443
chr2,131125000,131130000,chr2,131130000,131135000,13,3.24638873793845e-51,0.991,131129366,131129565,131129599,131130414,541
chr2,131130000,131135000,chr2,131135000,131140000,35,3.66907296425249e-151,1,131129599,131130414,131137609,131138024,7810
chr2,131130000,131135000,chr2,131140000,131145000,9,3.25199004781838e-35,0.994,131129599,131130414,131144011,131144214,14106
chr2,131130000,131135000,chr2,131145000,131150000,14,4.08532221802176e-54,1,131129599,131130414,131148084,131148378,18224
chr2,131135000,131140000,chr2,131140000,131145000,18,1.76078306259017e-76,1,131137609,131138024,131144011,131144214,6296
chr2,131135000,131140000,chr2,131145000,131150000,12,5.0018969821567e-47,1,131137609,131138024,131148084,131148378,10414
chr2,131140000,131145000,chr2,131145000,131150000,18,1.15829922002263e-74,1,131144011,131144214,131148084,131148378,4118
chr2,133015000,133020000,chr2,133020000,133025000,14,1.51373485451383e-37,0.996,133015061,133015396,133023072,133023473,8044
chr2,135635000,135640000,chr2,135640000,135645000,11,3.74818156900653e-47,0.924,135635064,135635235,135643755,135643908,8682
chr2,138780000,138785000,chr2,138785000,138790000,23,9.13280534552291e-102,1,138780938,138781280,138786196,138786588,5283
chr2,145335000,145340000,chr2,145350000,145355000,9,7.23579538764059e-34,0.994,145337025,145337293,145353737,145354008,16713
chr2,145340000,145345000,chr2,145350000,145355000,18,5.1792305866987e-73,1,145340318,145341060,145353737,145354008,13183
chr2,146015000,146020000,chr2,146020000,146025000,14,1.25496460868324e-61,0.998,146017388,146017521,146023140,146023373,5802
chr2,146480000,146485000,chr2,146485000,146490000,12,1.07366913169885e-51,0.968,146481496,146481682,146487983,146488115,6460
chr2,149360000,149365000,chr2,149370000,149375000,12,2.18634041457608e-46,1,149362155,149362323,149373316,149373538,11188
chr2,152140000,152145000,chr2,152150000,152155000,10,3.90805576037577e-42,0.995,152144694,152145145,152154332,152154640,9566
chr2,152610000,152615000,chr2,152635000,152640000,8,2.40077041031364e-31,0.982,152613485,152613758,152639176,152639410,25671
chr2,15720000,15725000,chr2,15725000,15730000,19,4.57466058142257e-80,1,15723054,15723235,15728479,15728783,5486
chr2,158030000,158035000,chr2,158035000,158040000,18,4.36659162435798e-74,1,158033258,158033437,158038880,158039136,5660
chr2,158080000,158085000,chr2,158090000,158095000,9,3.26809670512102e-36,0.989,158080197,158080432,158089967,158090212,9775
chr2,158080000,158085000,chr2,158110000,158115000,8,1.80476053933465e-31,0.984,158080197,158080432,158114025,158114837,34116
chr2,158770000,158775000,chr2,158785000,158790000,7,6.50827902263264e-25,0.907,158774444,158774665,158786575,158786913,12189
chr2,159175000,159180000,chr2,159180000,159185000,14,3.06715262557149e-57,0.997,159177713,159178106,159182493,159182741,4707
chr2,162015000,162020000,chr2,162025000,162030000,11,6.02320057651782e-46,1,162016676,162017284,162029552,162029893,12742
chr2,169830000,169835000,chr2,169860000,169865000,7,2.8935554951168e-27,0.961,169832549,169832968,169861825,169862034,29171
chr2,169860000,169865000,chr2,169865000,169870000,14,2.96578521153721e-56,0.994,169861825,169862034,169868711,169869065,6958
chr2,170550000,170555000,chr2,170565000,170570000,10,3.06605319912541e-37,0.999,170550555,170551385,170568402,170568738,17600
chr2,172265000,172270000,chr2,172270000,172275000,17,5.61863334001038e-67,1,172268671,172268834,172272621,172272832,3974
chr2,172270000,172275000,chr2,172280000,172285000,8,7.73014089331927e-31,0.962,172272621,172272832,172280634,172280791,7986
chr2,172360000,172365000,chr2,172375000,172380000,12,1.26087425215503e-43,1,172361065,172361268,172378267,172379863,17898
chr2,172360000,172365000,chr2,172385000,172390000,8,1.79443554230349e-28,0.971,172361065,172361268,172386488,172386723,25439
chr2,172375000,172380000,chr2,172380000,172385000,13,1.00033265791988e-50,0.993,172378267,172379863,172380003,172380294,1083
chr2,172375000,172380000,chr2,172385000,172390000,13,3.11687365189858e-47,1,172378267,172379863,172386488,172386723,7540
chr2,172375000,172380000,chr2,172395000,172400000,10,2.76397108230577e-36,0.996,172378267,172379863,172397770,172398004,18822
chr2,172380000,172385000,chr2,172385000,172390000,22,5.23927149138858e-91,1,172380003,172380294,172386488,172386723,6457
chr2,172380000,172385000,chr2,172395000,172400000,9,3.51330266004793e-35,0.995,172380003,172380294,172397770,172398004,17738
chr2,172385000,172390000,chr2,172395000,172400000,11,1.01545792616862e-40,0.999,172386488,172386723,172397770,172398004,11281
chr2,172410000,172415000,chr2,172420000,172425000,10,1.44036036460425e-38,0.996,172410538,172410781,172424416,172424625,13861
chr2,172735000,172740000,chr2,172750000,172755000,10,3.4547263180619e-36,1,172734990,172735225,172750214,172751108,15553
chr2,178075000,178080000,chr2,178105000,178110000,9,2.22058115781426e-30,0.993,178076759,178078302,178107122,178107474,29767
chr2,178075000,178080000,chr2,178115000,178120000,10,9.41823407955675e-35,0.989,178076759,178078302,178119189,178119419,41773
chr2,178105000,178110000,chr2,178115000,178120000,18,2.33090499965779e-65,1,178107122,178107474,178119189,178119419,12006
chr2,178105000,178110000,chr2,178125000,178130000,7,1.44279860465166e-24,0.935,178107122,178107474,178128118,178130304,21913
chr2,178115000,178120000,chr2,178125000,178130000,10,9.07587199281349e-37,0.999,178119189,178119419,178128118,178130304,9907
chr2,178490000,178495000,chr2,178495000,178500000,22,1.99602465044051e-92,1,178490517,178490701,178499134,178499272,8594
chr2,178590000,178595000,chr2,178600000,178605000,10,5.91265171175149e-38,0.997,178592613,178593041,178600115,178600400,7430
chr2,178600000,178605000,chr2,178625000,178630000,9,6.81063611932298e-34,0.995,178600115,178600400,178628470,178628689,28322
chr2,179345000,179350000,chr2,179355000,179360000,8,1.09375308610277e-31,0.958,179344882,179345602,179356407,179356702,11312
chr2,183875000,183880000,chr2,183900000,183905000,8,4.6019761197185e-30,0.986,183874807,183875243,183902167,183903863,27990
chr2,183900000,183905000,chr2,183930000,183935000,7,1.08604596947272e-26,0.965,183902167,183903863,183934031,183934159,31080
chr2,183930000,183935000,chr2,183935000,183940000,17,1.11759042660224e-69,1,183934031,183934159,183935969,183936141,1960
chr2,183985000,183990000,chr2,183990000,183995000,19,3.73956832901945e-77,1,183988660,183989805,183990584,183991080,1599
chr2,184050000,184055000,chr2,184060000,184065000,8,3.52394376073964e-32,0.964,184052082,184052257,184060839,184061111,8805
chr2,187865000,187870000,chr2,187870000,187875000,16,7.75760911320418e-68,1,187867761,187868328,187874757,187874970,6819
chr2,191400000,191405000,chr2,191455000,191460000,7,8.7185766531587e-28,0.924,191402602,191402769,191458009,191458143,55390
chr2,191875000,191880000,chr2,191880000,191885000,17,1.47403218771059e-77,1,191878780,191879169,191880709,191880841,1800
chr2,192705000,192710000,chr2,192710000,192715000,13,1.21692990921211e-57,0.997,192704923,192705108,192710973,192711316,6129
chr2,198295000,198300000,chr2,198300000,198305000,21,8.33575219664501e-91,1,198299184,198300209,198300618,198301061,1143
chr2,201990000,201995000,chr2,201995000,202000000,16,5.98618777075836e-71,1,201991069,201991288,201995723,201995917,4641
chr2,20380000,20385000,chr2,20385000,20390000,15,1.17562750166824e-64,1,20382019,20382168,20386303,20386557,4336
chr2,207625000,207630000,chr2,207630000,207635000,11,4.29964956289052e-50,0.932,207629776,207630032,207630149,207630778,559
chr2,216875000,216880000,chr2,216880000,216885000,14,2.06029960233332e-64,1,216878017,216878151,216880849,216881004,2842
chr2,217045000,217050000,chr2,217050000,217055000,11,9.62785251232535e-49,0.923,217046754,217046963,217052652,217052928,5931
chr2,219165000,219170000,chr2,219195000,219200000,7,2.37613333010274e-27,0.943,219169922,219170063,219197633,219198221,27934
chr2,219185000,219190000,chr2,219195000,219200000,11,8.52726484316045e-45,0.998,219187862,219188208,219197633,219198221,9892
chr2,220095000,220100000,chr2,220110000,220115000,7,3.04603101306382e-28,0.935,220094930,220095128,220109995,220110441,15189
chr2,220375000,220380000,chr2,220390000,220395000,9,3.28452343825692e-37,0.993,220378970,220379194,220390723,220390917,11738
chr2,224810000,224815000,chr2,224820000,224825000,7,3.11858242687792e-30,0.92,224809735,224810281,224821880,224822481,12172
chr2,231275000,231280000,chr2,231280000,231285000,16,2.40837208206563e-73,1,231276530,231276869,231280748,231281081,4215
chr2,232525000,232530000,chr2,232530000,232535000,17,3.67955535615901e-75,0.999,232526622,232527531,232531012,232531337,4098
chr2,233415000,233420000,chr2,233425000,233430000,12,1.25737090663253e-53,1,233414790,233415801,233427578,233427770,12378
chr2,234145000,234150000,chr2,234150000,234155000,11,1.03335333269707e-47,0.95,234148170,234148389,234151989,234152194,3812
chr2,234150000,234155000,chr2,234155000,234160000,11,2.41505171139745e-48,0.955,234151989,234152194,234159672,234159847,7668
chr2,234255000,234260000,chr2,234260000,234265000,14,2.68041597606525e-59,0.997,234259394,234259620,234263075,234263380,3720
chr2,234470000,234475000,chr2,234475000,234480000,12,5.48741813139725e-57,0.984,234472870,234473013,234474995,234475572,2342
chr2,238875000,238880000,chr2,238885000,238890000,9,1.28132231091926e-37,0.991,238875467,238875833,238887088,238887309,11548
chr2,240205000,240210000,chr2,240215000,240220000,14,4.78776712228812e-63,1,240206852,240207007,240216429,240216699,9634
chr2,25010000,25015000,chr2,25015000,25020000,12,4.34342309214524e-47,0.974,25013966,25014235,25015639,25017198,2318
chr2,25040000,25045000,chr2,25045000,25050000,23,1.44604095810506e-99,1,25039869,25040142,25047940,25048119,8024
chr2,25530000,25535000,chr2,25565000,25570000,6,5.47814429142941e-26,0.909,25532254,25532441,25565330,25565510,33072
chr2,26685000,26690000,chr2,26690000,26695000,13,1.47980957735974e-54,0.994,26685412,26685644,26692089,26692240,6636
chr2,26980000,26985000,chr2,26985000,26990000,23,4.02474429688253e-95,1,26980854,26981249,26986971,26987338,6103
chr2,26980000,26985000,chr2,26990000,26995000,11,2.55674732812163e-43,0.999,26980854,26981249,26991846,26992437,11090
chr2,26985000,26990000,chr2,26990000,26995000,18,1.7317177245762e-73,1,26986971,26987338,26991846,26992437,4987
chr2,27180000,27185000,chr2,27190000,27195000,9,4.41093831009028e-34,0.987,27184635,27184846,27194289,27194483,9645
chr2,27190000,27195000,chr2,27195000,27200000,23,2.64402780349168e-95,1,27194289,27194483,27197274,27197509,3005
chr2,27190000,27195000,chr2,27205000,27210000,9,9.45164867524579e-34,0.993,27194289,27194483,27205252,27205516,10998
chr2,27205000,27210000,chr2,27220000,27225000,10,1.70489590243816e-39,0.996,27205252,27205516,27224828,27225013,19536
chr2,27220000,27225000,chr2,27230000,27235000,10,1.16585444632392e-40,0.998,27224828,27225013,27233653,27233861,8836
chr2,27240000,27245000,chr2,27250000,27255000,19,1.0735412411772e-80,1,27243292,27243477,27252077,27252235,8771
chr2,27290000,27295000,chr2,27295000,27300000,15,1.42026403173499e-61,0.999,27294091,27294870,27295387,27295544,985
chr2,27290000,27295000,chr2,27300000,27305000,12,1.21615802006803e-46,1,27294091,27294870,27304026,27304527,9796
chr2,27295000,27300000,chr2,27300000,27305000,23,2.08118415555085e-96,1,27295387,27295544,27304026,27304527,8811
chr2,27385000,27390000,chr2,27390000,27395000,15,5.63950108042758e-62,0.996,27385051,27385268,27392820,27392962,7731
chr2,27390000,27395000,chr2,27405000,27410000,9,6.22378319835294e-34,0.991,27392820,27392962,27406484,27406669,13685
chr2,27405000,27410000,chr2,27410000,27415000,11,6.26216587675111e-44,0.926,27406484,27406669,27414438,27414563,7924
chr2,27520000,27525000,chr2,27545000,27550000,10,4.01888505247555e-36,0.999,27524330,27524565,27545715,27546316,21568
chr2,27540000,27545000,chr2,27545000,27550000,24,9.73376021596715e-94,1,27543934,27544304,27545715,27546316,1896
chr2,27540000,27545000,chr2,27575000,27580000,8,7.38417915634444e-29,0.979,27543934,27544304,27578921,27580212,35447
chr2,27545000,27550000,chr2,27565000,27570000,10,2.8089248183893e-37,0.998,27545715,27546316,27566343,27566480,20396
chr2,27565000,27570000,chr2,27575000,27580000,18,6.63648671658563e-72,1,27566343,27566480,27578921,27580212,13155
chr2,28575000,28580000,chr2,28580000,28585000,11,6.37964091420356e-48,0.953,28578155,28578826,28582048,28582443,3755
chr2,28580000,28585000,chr2,28585000,28590000,11,1.8438890696966e-46,0.937,28582048,28582443,28589741,28590087,7668
chr2,28785000,28790000,chr2,28790000,28795000,17,2.38309894963079e-74,1,28789652,28789887,28790117,28790304,441
chr2,28805000,28810000,chr2,28815000,28820000,13,5.08955886291465e-53,1,28806924,28807437,28817246,28817450,10167
chr2,29090000,29095000,chr2,29100000,29105000,9,1.19331462403939e-36,0.993,29092901,29093484,29104040,29104223,10939
chr2,32035000,32040000,chr2,32045000,32050000,8,1.48672975878763e-33,0.982,32037283,32037499,32048655,32048834,11353
chr2,32260000,32265000,chr2,32265000,32270000,11,3.47219062776696e-43,0.913,32264408,32264612,32264763,32265296,519
chr2,32450000,32455000,chr2,32455000,32460000,14,1.54344079854604e-59,0.999,32453265,32453520,32459578,32459847,6320
chr2,32480000,32485000,chr2,32485000,32490000,16,8.84594632553915e-67,1,32483958,32484157,32485677,32485787,1674
chr2,3605000,3610000,chr2,3620000,3625000,9,7.89114262419819e-36,0.994,3605326,3606365,3622564,3623141,17007
chr2,3640000,3645000,chr2,3650000,3655000,8,9.21527421279117e-33,0.969,3642490,3642810,3652744,3652878,10161
chr2,38330000,38335000,chr2,38340000,38345000,13,5.45582304432313e-56,1,38334394,38334493,38342419,38342632,8082
chr2,38595000,38600000,chr2,38600000,38605000,13,3.12520242409274e-56,0.994,38597915,38598078,38603729,38604717,6226
chr2,38610000,38615000,chr2,38615000,38620000,13,3.39319535786876e-57,0.995,38613647,38613765,38615780,38616048,2208
chr2,38740000,38745000,chr2,38755000,38760000,9,1.12961267216533e-34,0.997,38742632,38743087,38755220,38755515,12508
chr2,38755000,38760000,chr2,38760000,38765000,29,2.50927596697388e-123,1,38755220,38755515,38763248,38763478,7995
chr2,42060000,42065000,chr2,42065000,42070000,13,2.42761567011448e-57,0.99,42064222,42064382,42067972,42068275,3821
chr2,43230000,43235000,chr2,43235000,43240000,15,4.66178500751524e-66,0.999,43230211,43230377,43235119,43235345,4938
chr2,43235000,43240000,chr2,43250000,43255000,8,2.35607932470322e-33,0.985,43235119,43235345,43251716,43251898,16575
chr2,43265000,43270000,chr2,43270000,43275000,11,3.14526971514837e-47,0.92,43268542,43268702,43273604,43274112,5236
chr2,43280000,43285000,chr2,43290000,43295000,10,5.70714489017397e-42,0.998,43281509,43281722,43294725,43294856,13175
chr2,43350000,43355000,chr2,43355000,43360000,14,1.48240174747893e-61,0.999,43354385,43354556,43358687,43358974,4360
chr2,43395000,43400000,chr2,43405000,43410000,11,5.73721123677716e-44,1,43395935,43396094,43406098,43406542,10305
chr2,44490000,44495000,chr2,44495000,44500000,11,1.69966499853828e-47,0.944,44490520,44490653,44499553,44499830,9105
chr2,46550000,46555000,chr2,46565000,46570000,9,2.65171071502453e-34,0.991,46552622,46552819,46567232,46567566,14678
chr2,47585000,47590000,chr2,47615000,47620000,8,6.89324838038048e-30,0.982,47588163,47588373,47615484,47615617,27282
chr2,48660000,48665000,chr2,48665000,48670000,15,1.55618880467015e-66,0.999,48663373,48663558,48667310,48668423,4401
chr2,54950000,54955000,chr2,54960000,54965000,8,7.34597293358174e-33,0.964,54950309,54950731,54963694,54963830,13242
chr2,55280000,55285000,chr2,55295000,55300000,9,9.80801333264009e-35,0.993,55283292,55283492,55298250,55298472,14969
chr2,55345000,55350000,chr2,55365000,55370000,7,5.42268016460895e-26,0.934,55347773,55348028,55367645,55367944,19894
chr2,55360000,55365000,chr2,55365000,55370000,32,5.84924541244949e-134,1,55361085,55361332,55367645,55367944,6586
chr2,55360000,55365000,chr2,55375000,55380000,9,4.16908601595401e-35,0.996,55361085,55361332,55375169,55375397,14074
chr2,55365000,55370000,chr2,55375000,55380000,20,9.7283767574742e-79,1,55367645,55367944,55375169,55375397,7488
chr2,61375000,61380000,chr2,61390000,61395000,9,2.28688883937727e-36,0.994,61378663,61378905,61394700,61394984,16058
chr2,61390000,61395000,chr2,61400000,61405000,17,2.12613148386575e-69,1,61394700,61394984,61404002,61404853,9585
chr2,61400000,61405000,chr2,61405000,61410000,15,1.19906857816274e-59,0.998,61404002,61404853,61404919,61405097,580
chr2,62110000,62115000,chr2,62115000,62120000,25,2.99373677285272e-106,1,62113875,62114036,62115130,62116060,1639
chr2,62665000,62670000,chr2,62680000,62685000,7,9.56498770886638e-29,0.95,62666698,62666857,62684206,62684421,17536
chr2,62680000,62685000,chr2,62685000,62690000,19,1.63240976229541e-82,1,62684206,62684421,62688884,62689050,4653
chr2,64910000,64915000,chr2,64915000,64920000,11,2.50972479089278e-46,0.918,64913146,64913356,64919547,64919757,6401
chr2,64915000,64920000,chr2,64925000,64930000,15,2.48661421098895e-62,1,64919547,64919757,64926975,64927164,7417
chr2,64985000,64990000,chr2,64990000,64995000,13,2.22829119869247e-53,0.99,64989612,64989775,64990362,64990515,745
chr2,65445000,65450000,chr2,65450000,65455000,18,4.06181512818515e-79,1,65448371,65448692,65454204,65455680,6410
chr2,65445000,65450000,chr2,65455000,65460000,10,3.29985150544674e-39,0.997,65448371,65448692,65459246,65459509,10846
chr2,65585000,65590000,chr2,65590000,65595000,14,8.22887834608609e-57,1,65586561,65586849,65593691,65593984,7132
chr2,68785000,68790000,chr2,68790000,68795000,24,2.76859844068199e-104,1,68785781,68786030,68793050,68793280,7259
chr2,68870000,68875000,chr2,68875000,68880000,24,3.66284476807109e-100,1,68870562,68870748,68878310,68878499,7749
chr2,69055000,69060000,chr2,69060000,69065000,11,5.10642671180383e-49,0.921,69056347,69056618,69064337,69064654,8013
chr2,69055000,69060000,chr2,69065000,69070000,12,5.55443077093984e-50,1,69056347,69056618,69066473,69066646,10077
chr2,69065000,69070000,chr2,69075000,69080000,9,1.18821453951427e-36,0.994,69066473,69066646,69076809,69077064,10377
chr2,69785000,69790000,chr2,69790000,69795000,19,1.82255094873361e-76,1,69786933,69787165,69792589,69792741,5616
chr2,69785000,69790000,chr2,69830000,69835000,10,1.95005903128504e-37,0.989,69786933,69787165,69830461,69830766,43564
chr2,69790000,69795000,chr2,69830000,69835000,7,8.58692240552668e-26,0.915,69792589,69792741,69830461,69830766,37948
chr2,70195000,70200000,chr2,70200000,70205000,30,3.7760936070162e-124,1,70197467,70197634,70203007,70203335,5620
chr2,70195000,70200000,chr2,70205000,70210000,11,6.4955393322907e-42,0.999,70197467,70197634,70205447,70206193,8269
chr2,70200000,70205000,chr2,70205000,70210000,25,1.41127626205424e-98,1,70203007,70203335,70205447,70206193,2649
chr2,70200000,70205000,chr2,70225000,70230000,8,1.29052360240255e-28,0.974,70203007,70203335,70227033,70227221,23956
chr2,70205000,70210000,chr2,70220000,70225000,13,1.84022791335848e-49,1,70205447,70206193,70224237,70224898,18747
chr2,70220000,70225000,chr2,70225000,70230000,30,5.21481800470929e-124,1,70224237,70224898,70227033,70227221,2559
chr2,70220000,70225000,chr2,70255000,70260000,8,8.53546366139059e-29,0.966,70224237,70224898,70256859,70257061,32392
chr2,70325000,70330000,chr2,70330000,70335000,21,3.53210034230356e-88,1,70329534,70329703,70331823,70332035,2310
chr2,70325000,70330000,chr2,70335000,70340000,11,1.18930693416587e-42,0.999,70329534,70329703,70336012,70336265,6520
chr2,70330000,70335000,chr2,70335000,70340000,27,1.43456620543482e-107,1,70331823,70332035,70336012,70336265,4209
chr2,70330000,70335000,chr2,70345000,70350000,12,1.44031810893249e-44,1,70331823,70332035,70345900,70346184,14113
chr2,70335000,70340000,chr2,70345000,70350000,18,1.14933349697401e-67,1,70336012,70336265,70345900,70346184,9903
chr2,70990000,70995000,chr2,70995000,71000000,17,1.90734297588886e-71,1,70994450,70994641,70995154,70995466,764
chr2,71175000,71180000,chr2,71185000,71190000,9,4.84752303391149e-36,0.992,71175625,71175812,71187992,71188161,12358
chr2,71210000,71215000,chr2,71220000,71225000,12,1.5422595066413e-51,1,71212027,71212262,71221786,71222300,9898
chr2,71675000,71680000,chr2,71680000,71685000,13,5.13652828917847e-52,0.983,71679775,71679976,71680589,71680902,870
chr2,74195000,74200000,chr2,74205000,74210000,8,2.88043817642752e-31,0.962,74197962,74198442,74208473,74208754,10411
chr2,74195000,74200000,chr2,74220000,74225000,8,2.2786122967035e-29,0.975,74197962,74198442,74222862,74223263,24860
chr2,74220000,74225000,chr2,74255000,74260000,8,2.81234409499765e-28,0.972,74222862,74223263,74259415,74259651,36470
chr2,74255000,74260000,chr2,74260000,74265000,33,7.12435645227932e-137,1,74259415,74259651,74263584,74263850,4184
chr2,74255000,74260000,chr2,74270000,74275000,8,8.93345698395157e-28,0.969,74259415,74259651,74270630,74270824,11194
chr2,74260000,74265000,chr2,74270000,74275000,21,6.30232360918477e-82,1,74263584,74263850,74270630,74270824,7010
chr2,74270000,74275000,chr2,74275000,74280000,17,2.27644920387834e-68,1,74270630,74270824,74276181,74276385,5556
chr2,74360000,74365000,chr2,74365000,74370000,16,1.26253718184843e-67,1,74360627,74360816,74369525,74369803,8942
chr2,74420000,74425000,chr2,74425000,74430000,14,2.23721358610976e-60,0.997,74424256,74424429,74425413,74426510,1619
chr2,74575000,74580000,chr2,74615000,74620000,7,2.18218776842804e-26,0.917,74577041,74577247,74619159,74619335,42103
chr2,74665000,74670000,chr2,74680000,74685000,7,1.7172934225888e-26,0.935,74667471,74667824,74681488,74682370,14281
chr2,74690000,74695000,chr2,74695000,74700000,19,3.38530001697082e-83,1,74692157,74692708,74699165,74700156,7228
chr2,74695000,74700000,chr2,74710000,74715000,9,2.8683901732205e-34,0.994,74699165,74700156,74709530,74710619,10414
chr2,74710000,74715000,chr2,74725000,74730000,16,1.63580879118067e-60,1,74709530,74710619,74729593,74729721,19582
chr2,74755000,74760000,chr2,74770000,74775000,16,1.20740595356365e-60,1,74756283,74758146,74774492,74774730,17396
chr2,74875000,74880000,chr2,74880000,74885000,16,2.01629413876873e-67,1,74879795,74880026,74881345,74881587,1555
chr2,795000,800000,chr2,805000,810000,7,9.12066723979433e-30,0.902,799481,799635,806753,806898,7267
chr2,85640000,85645000,chr2,85655000,85660000,7,6.01070162271173e-26,0.927,85641047,85641228,85655618,85655793,14568
chr2,85655000,85660000,chr2,85665000,85670000,10,1.2123842721127e-38,0.993,85655618,85655793,85665102,85665279,9485
chr2,85765000,85770000,chr2,85770000,85775000,14,2.85642970404127e-56,0.996,85764897,85767437,85773680,85773885,7615
chr2,85800000,85805000,chr2,85805000,85810000,18,1.28046395987244e-72,1,85804544,85805230,85805343,85805698,633
chr2,85800000,85805000,chr2,85810000,85815000,17,2.16497996401198e-66,1,85804544,85805230,85812047,85812259,7266
chr2,85805000,85810000,chr2,85810000,85815000,18,7.39073763943644e-74,1,85805343,85805698,85812047,85812259,6632
chr2,85805000,85810000,chr2,85840000,85845000,7,4.13662517269836e-26,0.934,85805343,85805698,85843005,85843511,37737
chr2,85810000,85815000,chr2,85830000,85835000,7,7.76523774352354e-26,0.936,85812047,85812259,85830024,85830318,18018
chr2,85830000,85835000,chr2,85840000,85845000,10,3.84965417968934e-37,0.994,85830024,85830318,85843005,85843511,13087
chr2,86165000,86170000,chr2,86170000,86175000,11,6.86193105335362e-48,0.918,86169525,86169676,86173176,86173399,3687
chr2,86230000,86235000,chr2,86240000,86245000,16,1.01509900164001e-63,1,86231084,86231446,86244205,86244471,13073
chr2,86415000,86420000,chr2,86425000,86430000,13,9.72384193387792e-51,1,86416529,86416861,86426379,86427146,10067
chr2,86425000,86430000,chr2,86430000,86435000,19,1.08576939329593e-78,1,86426379,86427146,86431616,86431896,4993
chr2,86790000,86795000,chr2,86810000,86815000,8,6.55848197852611e-31,0.983,86790119,86790520,86811232,86811429,21011
chr2,8825000,8830000,chr2,8830000,8835000,16,3.5400759238952e-68,1,8825872,8826145,8833451,8833659,7546
chr2,88350000,88355000,chr2,88355000,88360000,11,1.94395600617304e-42,0.924,88353617,88353865,88354638,88355569,1362
chr2,88355000,88360000,chr2,88360000,88365000,34,6.22229408010506e-144,1,88354638,88355569,88364797,88364948,9769
chr2,9130000,9135000,chr2,9135000,9140000,23,1.16461976765772e-98,1,9129858,9130174,9139193,9139443,9302
chr2,9195000,9200000,chr2,9200000,9205000,13,8.95961551722559e-55,0.991,9198212,9198370,9201949,9202055,3711
chr2,9200000,9205000,chr2,9210000,9215000,10,5.7534126348675e-41,0.996,9201949,9202055,9211322,9211461,9389
chr2,9470000,9475000,chr2,9475000,9480000,16,5.36256143841697e-65,0.999,9473783,9473996,9475436,9475889,1773
chr2,95825000,95830000,chr2,95830000,95835000,14,2.41195296117731e-60,0.998,95825452,95825706,95830853,95831628,5661
chr2,96990000,96995000,chr2,97000000,97005000,12,4.23998157914417e-48,1,96990606,96990775,97001322,97002045,10993
chr2,97070000,97075000,chr2,97075000,97080000,16,1.87315558306651e-67,1,97073198,97073356,97078414,97078801,5330
chr2,97565000,97570000,chr2,97585000,97590000,9,1.35497667906808e-34,0.995,97569244,97569430,97587428,97587611,18182
chr2,97565000,97570000,chr2,97590000,97595000,9,1.07785097784062e-34,0.988,97569244,97569430,97589996,97590219,20770
chr2,97585000,97590000,chr2,97590000,97595000,30,1.05765477267828e-124,1,97587428,97587611,97589996,97590219,2588
chr2,97610000,97615000,chr2,97615000,97620000,29,3.28693657259057e-122,1,97610158,97610347,97616950,97617158,6801
chr2,9820000,9825000,chr2,9830000,9835000,9,2.13347376675762e-34,0.987,9820256,9820488,9830947,9831108,10655
chr2,9820000,9825000,chr2,9835000,9840000,10,3.01938971099555e-37,1,9820256,9820488,9835589,9835732,15288
chr2,98275000,98280000,chr2,98290000,98295000,8,1.49088466794618e-30,0.975,98279330,98279777,98290041,98290204,10569
