chromosome1,start1,end1,chromosome2,start2,end2,PET Count,Hypergeometric p-value,Bayes mixture 1
chr4,64150000,64155000,chr4,64155000,64160000,3,2.47730404830641e-15,0
chr11,7095000,7100000,chr11,7100000,7105000,3,5.71947780580688e-13,0
chr11,62110000,62115000,chr11,62115000,62120000,3,2.36039570679039e-13,0
chr4,14300000,14305000,chr4,14305000,14310000,3,5.13280873744553e-14,0
chr12,8085000,8090000,chr12,8090000,8095000,3,8.0751585516469e-13,0
chr8,93300000,93305000,chr8,93305000,93310000,3,9.22923455275233e-13,0
chr8,117035000,117040000,chr8,117040000,117045000,1,0.000138651685805715,0
chr2,80165000,80170000,chr2,80170000,80175000,1,3.97897448346332e-05,0
chr13,92625000,92630000,chr13,92630000,92635000,2,8.79029133819106e-11,0
chrX,124425000,124430000,chrX,124430000,124435000,2,2.0555888102134e-10,0
chr7,125840000,125845000,chr7,125845000,125850000,3,7.5516936474054e-13,0
chr10,7080000,7085000,chr10,7085000,7090000,2,1.2260063363544e-09,0
chr12,28460000,28465000,chr12,28465000,28470000,3,1.02306241918125e-13,0
chr3,148105000,148110000,chr3,148110000,148115000,1,0.000166497949998133,0
chr6,49070000,49075000,chr6,49075000,49080000,3,1.51774884290253e-13,0
chr3,123135000,123140000,chr3,123140000,123145000,2,6.18956658763021e-09,0
chr14,100620000,100625000,chr14,100625000,100630000,1,0.000105713081739457,0
chr6,152495000,152500000,chr6,152500000,152505000,1,6.99848623382351e-05,0
chr5,30330000,30335000,chr5,30335000,30340000,1,3.80846430127827e-05,0
chr8,116515000,116520000,chr8,116520000,116525000,2,2.86263885874555e-09,0
chr10,38555000,38560000,chr10,38560000,38565000,1,5.67214375278135e-05,0
chr14,101335000,101340000,chr14,101340000,101345000,2,2.4824801691e-10,0
chr14,83710000,83715000,chr14,83715000,83720000,2,1.0095176576425e-09,0
chr4,28940000,28945000,chr4,28945000,28950000,3,8.66645190976291e-13,0
chrX,121945000,121950000,chrX,121950000,121955000,1,1.88166463672295e-05,0
chrX,141465000,141470000,chrX,141470000,141475000,2,3.03171886106961e-12,0
chr8,94970000,94975000,chr8,94975000,94980000,3,2.00111498285992e-12,0
chr9,13990000,13995000,chr9,13995000,14000000,3,3.89629872016749e-16,0
chr6,117095000,117100000,chr6,117100000,117105000,2,4.90585311554819e-09,0
chr6,8030000,8035000,chr6,8035000,8040000,3,8.53609042843029e-13,0
chr18,68825000,68830000,chr18,68830000,68835000,2,3.75002654992435e-10,0
chrX,57545000,57550000,chrX,57550000,57555000,2,2.74499992107689e-10,0
chr9,107325000,107330000,chr9,107330000,107335000,2,6.71516783987569e-09,0
chr9,23080000,23085000,chr9,23085000,23090000,1,2.98366513398609e-05,0
chr16,64160000,64165000,chr16,64165000,64170000,2,1.62069683834725e-10,0
chr1,237640000,237645000,chr1,237645000,237650000,3,5.04193332285625e-14,0
chr14,65410000,65415000,chr14,65415000,65420000,3,7.78279599467622e-14,0
chr2,116425000,116430000,chr2,116430000,116435000,2,4.59608600321745e-10,0
chrX,63515000,63520000,chrX,63520000,63525000,1,1.63818237224137e-05,0
chr19,58280000,58285000,chr19,58285000,58290000,2,4.16809511829996e-09,0
chr1,69210000,69215000,chr1,69215000,69220000,3,1.66115403509476e-12,0
chrX,6435000,6440000,chrX,6440000,6445000,3,1.9110235317926e-16,0
chr12,71250000,71255000,chr12,71255000,71260000,3,3.05969478846607e-12,0
chr1,74210000,74215000,chr1,74215000,74220000,2,5.66327926096716e-09,0
chr5,20645000,20650000,chr5,20650000,20655000,2,1.501143646051e-10,0
chr3,166345000,166350000,chr3,166350000,166355000,1,4.86323613039165e-05,0
chr15,28395000,28400000,chr15,28400000,28405000,2,1.36228888173375e-11,0
chr8,72190000,72195000,chr8,72195000,72200000,2,3.65509199653938e-09,0
chr4,62520000,62525000,chr4,62525000,62530000,2,1.05200179975227e-09,0
chr10,77905000,77910000,chr10,77915000,77920000,1,0.000127063209932685,0
chr5,11080000,11085000,chr5,11085000,11090000,3,2.35765828153498e-14,0
chr1,189220000,189225000,chr1,189225000,189230000,2,4.80824042874123e-09,0
chrX,125900000,125905000,chrX,125905000,125910000,2,1.42985770714982e-11,0
chr3,63295000,63300000,chr3,63300000,63305000,1,3.5213728713916e-05,0
chrX,153370000,153375000,chrX,153375000,153380000,3,5.8347968667381e-15,0
chr13,92190000,92195000,chr13,92195000,92200000,1,4.66338637649462e-05,0
chr2,239830000,239835000,chr2,239835000,239840000,1,3.86635908513363e-05,0
chr6,136420000,136425000,chr6,136425000,136430000,3,9.55835622717393e-14,0
chr12,84410000,84415000,chr12,84415000,84420000,1,2.78380839223073e-05,0
chr3,180835000,180840000,chr3,180840000,180845000,2,3.52024466858662e-09,0
chr11,88850000,88855000,chr11,88855000,88860000,1,1.36812978842498e-05,0
chr11,99555000,99560000,chr11,99560000,99565000,2,2.09556906964094e-10,0
chrX,108050000,108055000,chrX,108055000,108060000,2,4.90787794549592e-10,0
chr21,26035000,26040000,chr21,26040000,26045000,1,1.92726787623748e-05,0
chr2,197730000,197735000,chr2,197735000,197740000,2,3.00370435760003e-09,0
chr14,41690000,41695000,chr14,41695000,41700000,2,2.57115906279199e-09,0
chr18,41925000,41930000,chr18,41930000,41935000,1,9.2478055820104e-06,0
chr10,83335000,83340000,chr10,83340000,83345000,1,4.03290254924115e-05,0
chr5,9185000,9190000,chr5,9190000,9195000,1,5.1297012539419e-05,0
chr13,58585000,58590000,chr13,58590000,58595000,1,3.16845298656136e-05,0
chr8,61355000,61360000,chr8,61360000,61365000,1,0.000102461924385592,0
chr20,38400000,38405000,chr20,38405000,38410000,2,6.30325861208202e-10,0
chr1,87080000,87085000,chr1,87085000,87090000,3,4.03857004240224e-13,0
chr3,163080000,163085000,chr3,163085000,163090000,3,5.88570518110784e-14,0
chr2,13820000,13825000,chr2,13825000,13830000,1,2.51851992418828e-05,0
chrX,112665000,112670000,chrX,112670000,112675000,2,2.90761482598094e-10,0
chr7,145330000,145335000,chr7,145335000,145340000,3,5.88066211376059e-14,0
chr3,128115000,128120000,chr3,128120000,128125000,3,1.16804066136135e-13,0
chr3,81790000,81795000,chr3,81795000,81800000,2,7.383054159515e-09,0
chr7,48760000,48765000,chr7,48765000,48770000,2,1.78033535541781e-10,0
chr1,248230000,248235000,chr1,248235000,248240000,1,2.58162939645665e-06,0
chr14,26175000,26180000,chr14,26180000,26185000,2,2.72459473807718e-10,0
chrX,149025000,149030000,chrX,149030000,149035000,1,1.07309290209111e-05,0
chr2,168290000,168295000,chr2,168295000,168300000,2,4.41476496503206e-09,0
chr12,133585000,133590000,chr12,133590000,133595000,2,2.72834297101979e-09,0
chrX,16595000,16600000,chrX,16600000,16605000,2,4.23389369012007e-10,0
chr16,89370000,89375000,chr16,89375000,89380000,1,7.75779837065825e-05,0
chr5,160355000,160360000,chr5,160360000,160365000,1,5.75779218090893e-05,0
chr9,23960000,23965000,chr9,23965000,23970000,1,1.65761345326867e-05,0
chr6,104670000,104675000,chr6,104680000,104685000,1,0.000231556409744548,0
chr4,8900000,8905000,chr4,8905000,8910000,3,5.31738201713458e-13,0
chr5,84285000,84290000,chr5,84295000,84300000,1,0.000250308904779896,0
chrX,9510000,9515000,chrX,9515000,9520000,2,4.88667706130633e-10,0
chr18,64145000,64150000,chr18,64150000,64155000,3,7.49473375546974e-15,0
chr14,101480000,101485000,chr14,101485000,101490000,3,3.28085137146372e-14,0
chr5,75840000,75845000,chr5,75845000,75850000,2,1.9948707430467e-08,0
chr7,66960000,66965000,chr7,66965000,66970000,1,0.000169752656537936,0
chrX,92465000,92470000,chrX,92470000,92475000,1,9.94574528484274e-06,0
chr4,76925000,76930000,chr4,76930000,76935000,3,4.44456875659483e-12,0
chr22,33725000,33730000,chr22,33730000,33735000,3,5.89563731849785e-14,0
chr17,37240000,37245000,chr17,37245000,37250000,2,7.7700466882687e-09,0
chrX,5150000,5155000,chrX,5155000,5160000,1,1.08181697293293e-05,0
chr9,80415000,80420000,chr9,80425000,80430000,1,8.15667778668138e-05,0
chr5,96480000,96485000,chr5,96485000,96490000,3,6.84836253524771e-13,0
chr1,248555000,248560000,chr1,248560000,248565000,2,8.49212464385675e-10,0
chr5,113655000,113660000,chr5,113660000,113665000,2,1.61819066672148e-08,0
chr1,80530000,80535000,chr1,80535000,80540000,3,1.05080416894606e-13,0
chrX,8525000,8530000,chrX,8530000,8535000,2,2.50240729699786e-11,0
chr21,29500000,29505000,chr21,29505000,29510000,1,6.18087648893786e-05,0
chr3,50950000,50955000,chr3,50955000,50960000,1,5.9568459990211e-05,0
chr16,65490000,65495000,chr16,65495000,65500000,1,2.42334906390754e-05,0
chr10,54790000,54795000,chr10,54795000,54800000,3,4.6369364463956e-14,0
chr7,84800000,84805000,chr7,84805000,84810000,1,0.000171239273855788,0
chr15,43325000,43330000,chr15,43330000,43335000,2,1.10196691545509e-09,0
chr6,84675000,84680000,chr6,84680000,84685000,2,7.39318443070292e-09,0
chr8,4675000,4680000,chr8,4680000,4685000,3,4.02569970312278e-15,0
chrX,81665000,81670000,chrX,81670000,81675000,1,2.07002555367733e-05,0
chr3,95535000,95540000,chr3,95540000,95545000,1,5.65073153404148e-05,0
chr11,33645000,33650000,chr11,33650000,33655000,1,2.09857733067686e-05,0
chr8,93200000,93205000,chr8,93205000,93210000,1,0.000158497863002441,0
chr3,73965000,73970000,chr3,73970000,73975000,2,5.14709024880724e-11,0
chr7,93470000,93475000,chr7,93475000,93480000,1,0.000101791867050176,0
chr9,24060000,24065000,chr9,24065000,24070000,3,7.43354530458821e-15,0
chr10,42410000,42415000,chr10,42415000,42420000,1,1.21823233630739e-05,0
chr3,158230000,158235000,chr3,158235000,158240000,2,4.37533567565048e-10,0
chr15,84050000,84055000,chr15,84055000,84060000,1,4.74289144367912e-06,0
chr6,89350000,89355000,chr6,89355000,89360000,2,5.83806209771607e-09,0
chr10,30340000,30345000,chr10,30345000,30350000,3,6.33963322247161e-13,0
chr6,113170000,113175000,chr6,113175000,113180000,2,3.05366895875401e-09,0
chr11,21280000,21285000,chr11,21285000,21290000,3,1.73241574522185e-15,0
chr10,10295000,10300000,chr10,10300000,10305000,2,8.16205680371933e-10,0
chr3,93545000,93550000,chr3,93550000,93555000,2,2.10247022671286e-10,0
chr1,174615000,174620000,chr1,174620000,174625000,2,1.20922444868098e-09,0
chr8,15280000,15285000,chr8,15285000,15290000,1,2.5173305291376e-05,0
chr14,103195000,103200000,chr14,103200000,103205000,2,1.77152140322375e-08,0
chr10,46130000,46135000,chr10,46135000,46140000,3,8.71775620647229e-13,0
chr4,108275000,108280000,chr4,108280000,108285000,2,8.86363802818905e-10,0
chr3,2090000,2095000,chr3,2095000,2100000,2,4.73179683868885e-10,0
chr5,112240000,112245000,chr5,112245000,112250000,3,1.7927453379212e-12,0
chr11,38295000,38300000,chr11,38300000,38305000,2,9.45906795238664e-11,0
chr3,80525000,80530000,chr3,80530000,80535000,1,3.34530952108907e-05,0
chr7,66285000,66290000,chr7,66290000,66295000,3,1.46646955787634e-13,0
chr6,128375000,128380000,chr6,128380000,128385000,3,9.63724468901225e-13,0
chr21,24470000,24475000,chr21,24475000,24480000,1,1.16152481289886e-05,0
chrX,20665000,20670000,chrX,20670000,20675000,2,2.41836125228728e-10,0
chr3,144385000,144390000,chr3,144390000,144395000,2,4.8526721864051e-09,0
chr3,159300000,159305000,chr3,159305000,159310000,1,2.78698139815166e-05,0
chr18,22920000,22925000,chr18,22925000,22930000,1,5.85850803519328e-05,0
chr2,220430000,220435000,chr2,220435000,220440000,3,6.11540394774203e-14,0
chr6,5855000,5860000,chr6,5860000,5865000,1,7.99212964434616e-05,0
chr22,34125000,34130000,chr22,34130000,34135000,2,1.27588941166214e-09,0
chr19,32445000,32450000,chr19,32450000,32455000,2,1.15996237937951e-09,0
chrX,15780000,15785000,chrX,15785000,15790000,2,3.45879521548773e-09,0
chr19,27740000,27745000,chr19,27745000,27750000,1,2.24847228744513e-05,0
chr2,178720000,178725000,chr2,178730000,178735000,1,0.000120148767116334,0
chr5,166795000,166800000,chr5,166800000,166805000,1,7.2264786844454e-05,0
chr1,74480000,74485000,chr1,74485000,74490000,2,4.79036473138069e-09,0
chr3,79075000,79080000,chr3,79080000,79085000,1,4.07850444618289e-05,0
chr7,57965000,57970000,chr7,57970000,57975000,1,3.42630718336292e-06,0
chrX,116380000,116385000,chrX,116385000,116390000,1,5.23462681999586e-06,0
chrX,115255000,115260000,chrX,115260000,115265000,3,9.78943747797273e-16,0
chr1,7065000,7070000,chr1,7070000,7075000,2,5.99005656100376e-09,0
chr9,19820000,19825000,chr9,19825000,19830000,1,0.00013113483480637,0
chrX,72285000,72290000,chrX,72290000,72295000,1,3.48885621523392e-05,0
chr21,44410000,44415000,chr21,44415000,44420000,1,0.00011804351198496,0
chr2,84885000,84890000,chr2,84890000,84895000,2,3.49492290762181e-11,0
chr13,107930000,107935000,chr13,107935000,107940000,2,3.41883575388797e-09,0
chr2,17300000,17305000,chr2,17305000,17310000,2,5.08809214927024e-09,0
chr9,85525000,85530000,chr9,85530000,85535000,3,6.81707440651367e-14,0
chr12,33110000,33115000,chr12,33115000,33120000,1,8.86314595934048e-06,0
chr17,51670000,51675000,chr17,51675000,51680000,2,4.28439637355517e-09,0
chr16,20010000,20015000,chr16,20015000,20020000,1,4.46115649189564e-05,0
chr10,83370000,83375000,chr10,83375000,83380000,2,2.00455143500173e-09,0
chr1,205350000,205355000,chr1,205355000,205360000,2,1.99091647134837e-08,0
chrX,141910000,141915000,chrX,141915000,141920000,3,1.81914261880169e-16,0
chr3,156665000,156670000,chr3,156670000,156675000,2,3.26776373118614e-08,0
chr3,121105000,121110000,chr3,121110000,121115000,2,5.60002019385533e-10,0
chr2,41955000,41960000,chr2,41965000,41970000,1,0.000119589745735986,0
chr4,146920000,146925000,chr4,146925000,146930000,2,8.44830693899451e-11,0
chr3,140645000,140650000,chr3,140650000,140655000,1,5.814890862332e-05,0
chr12,87155000,87160000,chr12,87160000,87165000,1,3.88777131698723e-05,0
chr22,25030000,25035000,chr22,25035000,25040000,1,4.75875390025389e-06,0
chr3,75425000,75430000,chr3,75430000,75435000,1,1.21783562658833e-05,0
chr8,113935000,113940000,chr8,113940000,113945000,3,1.03831052841807e-13,0
chr4,23660000,23665000,chr4,23665000,23670000,1,3.73431234637561e-05,0
chr8,14700000,14705000,chr8,14705000,14710000,1,3.1280061018934e-05,0
chrX,108665000,108670000,chrX,108670000,108675000,3,1.60968165109917e-14,0
chr5,51385000,51390000,chr5,51390000,51395000,1,5.85326151752723e-06,0
chr5,50625000,50630000,chr5,50630000,50635000,2,1.82831987808905e-09,0
chr6,1940000,1945000,chr6,1945000,1950000,1,4.75379452046616e-05,0
chr18,23165000,23170000,chr18,23170000,23175000,3,1.49118926552395e-13,0
chr15,78000000,78005000,chr15,78005000,78010000,3,1.34801381874226e-13,0
chr14,107095000,107100000,chr14,107100000,107105000,1,2.32817802246527e-05,0
chr4,62970000,62975000,chr4,62975000,62980000,1,5.16023359381181e-05,0
chrX,83085000,83090000,chrX,83090000,83095000,1,7.41570559499295e-06,0
chr11,91305000,91310000,chr11,91310000,91315000,1,6.18637352001676e-06,0
chrX,20015000,20020000,chrX,20020000,20025000,1,2.35078121714552e-05,0
chrX,64320000,64325000,chrX,64325000,64330000,1,8.88693752522348e-06,0
chr6,143675000,143680000,chr6,143680000,143685000,3,2.04939031065802e-12,0
chr2,182455000,182460000,chr2,182460000,182465000,3,1.30700474405179e-12,0
chr13,30855000,30860000,chr13,30860000,30865000,3,6.91611225405958e-14,0
chrX,63595000,63600000,chrX,63600000,63605000,2,2.74953302145145e-10,0
chr2,35650000,35655000,chr2,35655000,35660000,3,2.27993458520662e-14,0
chr19,21375000,21380000,chr19,21380000,21385000,3,1.18246665885354e-14,0
chr6,62645000,62650000,chr6,62650000,62655000,1,4.48494829494735e-05,0
chr19,31700000,31705000,chr19,31705000,31710000,2,4.38874290923785e-10,0
chr19,45115000,45120000,chr19,45120000,45125000,4,9.88939254548543e-17,0
chr1,220655000,220660000,chr1,220665000,220670000,1,0.000322581273025023,0
chr2,41420000,41425000,chr2,41425000,41430000,2,3.91905872829549e-09,0
chr1,246520000,246525000,chr1,246525000,246530000,3,1.04730239440469e-13,0
chr1,111645000,111650000,chr1,111650000,111655000,2,1.03534805717296e-08,0
chr13,63185000,63190000,chr13,63190000,63195000,1,1.36099181171612e-05,0
chr9,87755000,87760000,chr9,87760000,87765000,2,9.17461580177853e-09,0
chr11,47720000,47725000,chr11,47725000,47730000,1,0.000143892800236115,0
chr6,79250000,79255000,chr6,79255000,79260000,3,4.09680252293009e-13,0
chr21,25150000,25155000,chr21,25155000,25160000,2,9.8516918001928e-10,0
chr5,97275000,97280000,chr5,97280000,97285000,2,6.17439486382983e-09,0
chr1,216385000,216390000,chr1,216390000,216395000,2,2.05822760661439e-09,0
chr11,22995000,23000000,chr11,23000000,23005000,2,8.96183673161073e-10,0
chr2,47420000,47425000,chr2,47430000,47435000,1,0.000464915586400097,0
chr7,109875000,109880000,chr7,109880000,109885000,3,5.19841153489639e-13,0
chr11,42265000,42270000,chr11,42270000,42275000,3,1.24048537480474e-14,0
chr10,86285000,86290000,chr10,86290000,86295000,2,6.02653637148697e-09,0
chr12,98095000,98100000,chr12,98100000,98105000,1,3.21683129725374e-05,0
chr1,188600000,188605000,chr1,188605000,188610000,2,1.68892055717537e-08,0
chr18,25310000,25315000,chr18,25315000,25320000,2,1.02014359138163e-09,0
chr2,126105000,126110000,chr2,126110000,126115000,2,2.18991972395656e-10,0
chr1,102905000,102910000,chr1,102910000,102915000,2,4.31440156203124e-10,0
chr12,22975000,22980000,chr12,22980000,22985000,3,1.51261864179875e-13,0
chr11,89935000,89940000,chr11,89940000,89945000,3,2.53531175734567e-14,0
chr5,3215000,3220000,chr5,3220000,3225000,1,2.71243005595251e-05,0
chr22,29795000,29800000,chr22,29800000,29805000,1,1.68219967737901e-05,0
chr10,86280000,86285000,chr10,86285000,86290000,2,5.20087112417584e-09,0
chr3,143025000,143030000,chr3,143030000,143035000,3,3.58616912622723e-12,0
chrX,76405000,76410000,chrX,76410000,76415000,1,3.46596340654479e-06,0
chr9,105895000,105900000,chr9,105900000,105905000,3,5.82598671021223e-15,0
chrX,136675000,136680000,chrX,136680000,136685000,2,5.65786206599386e-11,0
chr16,89220000,89225000,chr16,89225000,89230000,1,4.11379578883698e-05,0
chrX,27365000,27370000,chrX,27370000,27375000,2,5.96440232949091e-10,0
chr6,62180000,62185000,chr6,62185000,62190000,1,6.24585537913824e-06,0
chr8,65870000,65875000,chr8,65875000,65880000,1,1.19919767481013e-05,0
chr16,3365000,3370000,chr16,3370000,3375000,2,1.71477647628967e-08,0
chr1,42965000,42970000,chr1,42970000,42975000,1,5.69514208785509e-05,0
chr6,78625000,78630000,chr6,78630000,78635000,2,3.05943415665922e-09,0
chr10,68395000,68400000,chr10,68400000,68405000,3,3.61174981408174e-13,0
chr5,162430000,162435000,chr5,162435000,162440000,1,6.36644592169486e-05,0
chr12,73630000,73635000,chr12,73635000,73640000,2,2.31782542897805e-08,0
chr12,49375000,49380000,chr12,49380000,49385000,3,5.67897587485477e-13,0
chr5,3130000,3135000,chr5,3135000,3140000,2,3.65822090081354e-10,0
chr7,64205000,64210000,chr7,64210000,64215000,2,3.57032163936034e-09,0
chr18,43010000,43015000,chr18,43015000,43020000,2,6.45309878417458e-09,0
chr21,28850000,28855000,chr21,28855000,28860000,1,6.66779625832137e-05,0
chr15,98795000,98800000,chr15,98800000,98805000,3,1.03946267816499e-13,0
chr18,30925000,30930000,chr18,30930000,30935000,1,2.74811902057053e-05,0
chr15,89835000,89840000,chr15,89840000,89845000,2,6.41800425920964e-09,0
chr19,21105000,21110000,chr19,21110000,21115000,1,6.51513856715435e-05,0
chr15,46650000,46655000,chr15,46655000,46660000,1,4.12251894383449e-05,0
chr9,74690000,74695000,chr9,74695000,74700000,3,1.71907390965955e-13,0
chr6,47795000,47800000,chr6,47800000,47805000,2,6.99370841109911e-09,0
chr5,148130000,148135000,chr5,148135000,148140000,2,4.68092577186844e-09,0
chr18,38800000,38805000,chr18,38805000,38810000,1,5.05991275114452e-05,0
chrX,148315000,148320000,chrX,148320000,148325000,2,9.66770816143096e-11,0
chr1,4855000,4860000,chr1,4860000,4865000,3,4.95004098564366e-15,0
chr10,37935000,37940000,chr10,37940000,37945000,2,5.90156270354187e-10,0
chr14,93630000,93635000,chr14,93635000,93640000,1,9.44290908312458e-05,0
chr6,136185000,136190000,chr6,136195000,136200000,1,0.000162569279741296,0
chr20,30950000,30955000,chr20,30955000,30960000,3,7.65138557423703e-14,0
chrX,80135000,80140000,chrX,80140000,80145000,1,1.69330303701164e-05,0
chr1,83415000,83420000,chr1,83420000,83425000,2,1.46259582457176e-10,0
chr10,103445000,103450000,chr10,103455000,103460000,1,0.000372077928610296,0
chrX,27295000,27300000,chrX,27300000,27305000,2,4.70865933412164e-10,0
chr17,66995000,67000000,chr17,67000000,67005000,1,4.09714279236111e-05,0
chr2,212670000,212675000,chr2,212675000,212680000,1,1.68457905968826e-05,0
chr22,45235000,45240000,chr22,45240000,45245000,1,9.71609111581078e-05,0
chr1,247135000,247140000,chr1,247140000,247145000,3,3.83536154113859e-13,0
chr1,70020000,70025000,chr1,70025000,70030000,1,7.65153571689108e-05,0
chrX,123470000,123475000,chrX,123475000,123480000,2,4.8362586495048e-09,0
chrX,72335000,72340000,chrX,72340000,72345000,1,8.11364895132596e-06,0
chr1,99560000,99565000,chr1,99565000,99570000,2,3.71296301230993e-09,0
chr11,127575000,127580000,chr11,127580000,127585000,2,4.88058140274457e-10,0
chr7,146630000,146635000,chr7,146635000,146640000,3,8.04806359351478e-16,0
chr10,10445000,10450000,chr10,10450000,10455000,1,4.64118069496766e-05,0
chr14,84315000,84320000,chr14,84320000,84325000,1,3.42342748986106e-05,0
chr14,106065000,106070000,chr14,106070000,106075000,2,3.43368980553337e-10,0
chrX,70720000,70725000,chrX,70725000,70730000,1,4.67369628791821e-05,0
chr6,31860000,31865000,chr6,31865000,31870000,3,7.42483432547662e-13,0
chr12,24115000,24120000,chr12,24120000,24125000,3,3.02822960001237e-15,0
chr5,161450000,161455000,chr5,161455000,161460000,3,4.03562455141832e-15,0
chr7,156020000,156025000,chr7,156025000,156030000,1,0.000103603796547448,0
chrX,66310000,66315000,chrX,66315000,66320000,2,6.89397076784758e-11,0
chr1,148005000,148010000,chr1,148010000,148015000,1,1.19562849661025e-05,0
chr17,26385000,26390000,chr17,26390000,26395000,2,2.98005504823647e-08,0
chr5,14680000,14685000,chr5,14685000,14690000,1,8.55872763743905e-05,0
chr8,65180000,65185000,chr8,65185000,65190000,1,3.11690294097273e-05,0
chr19,34915000,34920000,chr19,34920000,34925000,3,3.47897087452527e-12,0
chr11,85315000,85320000,chr11,85320000,85325000,1,5.54367216467767e-05,0
chr3,80630000,80635000,chr3,80635000,80640000,1,2.70886118720373e-05,0
chr6,39045000,39050000,chr6,39050000,39055000,3,5.7501568069093e-13,0
chrX,3855000,3860000,chrX,3860000,3865000,1,1.34988830951166e-05,0
chrX,149585000,149590000,chrX,149590000,149595000,1,2.04623338992638e-05,0
chr7,110115000,110120000,chr7,110120000,110125000,2,9.74181628680661e-10,0
chr2,242710000,242715000,chr2,242715000,242720000,1,6.37715204012678e-05,0
chr10,132420000,132425000,chr10,132425000,132430000,3,2.68834029184719e-16,0
chr4,21215000,21220000,chr4,21220000,21225000,2,2.17631261590041e-10,0
chr10,62625000,62630000,chr10,62630000,62635000,1,4.54323881656056e-05,0
chrX,39965000,39970000,chrX,39970000,39975000,2,1.97060000375943e-08,0
chr1,152630000,152635000,chr1,152635000,152640000,2,4.29705604382597e-09,0
chr11,30880000,30885000,chr11,30885000,30890000,2,1.16440302313801e-08,0
chr5,40085000,40090000,chr5,40090000,40095000,2,1.04556192372345e-09,0
chr8,36100000,36105000,chr8,36105000,36110000,1,5.71814000564146e-05,0
chr10,108420000,108425000,chr10,108425000,108430000,2,1.26200227534204e-09,0
chr5,29220000,29225000,chr5,29225000,29230000,2,8.60846560775522e-11,0
chr12,71740000,71745000,chr12,71745000,71750000,1,0.00017984965065811,0
chr6,102735000,102740000,chr6,102740000,102745000,1,3.4047906042863e-05,0
chrX,97105000,97110000,chrX,97110000,97115000,2,1.10196691545459e-09,0
chr9,30495000,30500000,chr9,30500000,30505000,3,3.35070001785596e-13,0
chr7,9855000,9860000,chr7,9860000,9865000,2,4.73870013448574e-09,0
chr16,78240000,78245000,chr16,78245000,78250000,3,7.55153951793103e-13,0
chr19,55320000,55325000,chr19,55325000,55330000,3,5.87328249310461e-13,0
chrX,79925000,79930000,chrX,79930000,79935000,3,2.8102467898105e-14,0
chr10,9650000,9655000,chr10,9655000,9660000,2,8.59704446523594e-10,0
chr19,54180000,54185000,chr19,54185000,54190000,1,3.2735360783036e-05,0
chr7,68445000,68450000,chr7,68450000,68455000,2,7.58310348300165e-10,0
chr17,27640000,27645000,chr17,27645000,27650000,1,0.000217080312158735,0
chr2,81435000,81440000,chr2,81440000,81445000,2,1.53414689351872e-09,0
chr4,120535000,120540000,chr4,120540000,120545000,2,4.08740940606125e-09,0
chrX,56155000,56160000,chrX,56160000,56165000,1,2.05456051362251e-05,0
chr15,43985000,43990000,chr15,43990000,43995000,1,1.29675013230064e-05,0
chr19,54445000,54450000,chr19,54450000,54455000,1,0.000131352888919938,0
chr9,114375000,114380000,chr9,114380000,114385000,3,3.85464194910396e-13,0
chrX,10435000,10440000,chrX,10440000,10445000,2,9.02736822318946e-10,0
chr3,84595000,84600000,chr3,84600000,84605000,1,4.07929696142628e-05,0
chr7,103755000,103760000,chr7,103760000,103765000,1,0.000228690588904776,0
chr5,135105000,135110000,chr5,135110000,135115000,2,6.0076628244108e-10,0
chr18,36615000,36620000,chr18,36620000,36625000,2,1.6615851278998e-09,0
chr12,119405000,119410000,chr12,119410000,119415000,3,2.2936243791509e-14,0
chr8,61540000,61545000,chr8,61545000,61550000,2,1.22451855880217e-08,0
chr3,110775000,110780000,chr3,110780000,110785000,2,5.69710083622112e-09,0
chr20,19240000,19245000,chr20,19245000,19250000,1,8.07143016846122e-05,0
chrX,112450000,112455000,chrX,112455000,112460000,1,1.13019695185917e-05,0
chr1,240595000,240600000,chr1,240600000,240605000,3,6.57255123636984e-15,0
chr7,38875000,38880000,chr7,38880000,38885000,2,9.48378688490885e-10,0
chr5,85140000,85145000,chr5,85145000,85150000,1,0.000106073890076353,0
chr8,31345000,31350000,chr8,31350000,31355000,1,3.04156015417854e-05,0
chr12,86960000,86965000,chr12,86965000,86970000,2,6.04030322890088e-10,0
chrX,97280000,97285000,chrX,97285000,97290000,2,8.874266293612e-11,0
chr7,120860000,120865000,chr7,120865000,120870000,1,7.20903265681059e-05,0
chr16,51500000,51505000,chr16,51505000,51510000,2,1.59517039523501e-09,0
chr10,84800000,84805000,chr10,84805000,84810000,2,6.18697124364064e-09,0
chr11,37045000,37050000,chr11,37050000,37055000,2,1.09449134111055e-10,0
chr1,105125000,105130000,chr1,105130000,105135000,2,8.44898660635672e-11,0
chr11,43135000,43140000,chr11,43140000,43145000,3,4.01751305998903e-13,0
chr7,107055000,107060000,chr7,107060000,107065000,4,1.26244757696411e-18,0
chr7,89985000,89990000,chr7,89990000,89995000,2,5.97603036071166e-10,0
chr3,74525000,74530000,chr3,74530000,74535000,1,1.12147267788011e-05,0
chr14,49260000,49265000,chr14,49265000,49270000,2,1.45450668060559e-09,0
chr9,84695000,84700000,chr9,84700000,84705000,3,1.35549121204224e-12,0
chr5,136875000,136880000,chr5,136880000,136885000,2,4.81693256698491e-10,0
chrX,8020000,8025000,chrX,8025000,8030000,1,2.38171172723332e-05,0
