chromosome1,start1,end1,chromosome2,start2,end2,PET Count,Hypergeometric p-value,Bayes mixture 1,YY1peak1_start,YY1peak1_end,YY1peak2_start,YY1peak2_end,YY1_distance
chr1,52085000,52090000,chr1,52100000,52105000,12,1.5093310416827e-43,1,52088109,52088473,52102792,52103057,14633
chr1,53160000,53165000,chr1,53165000,53170000,35,4.28944818122056e-146,1,53163737,53164270,53168883,53169110,4993
chr1,54950000,54955000,chr1,54955000,54960000,11,3.50145294664587e-46,0.95,54953833,54954255,54955032,54955381,1162
chr1,55005000,55010000,chr1,55030000,55035000,9,3.653059116888e-33,0.992,55007622,55008437,55030074,55030352,22183
chr1,55410000,55415000,chr1,55415000,55420000,15,8.19970344504358e-65,0.999,55410873,55411129,55416352,55416646,5498
chr1,55415000,55420000,chr1,55460000,55465000,13,2.34701446811474e-52,1,55416352,55416646,55462034,55462349,45692
chr1,55445000,55450000,chr1,55460000,55465000,8,2.5117509005688e-33,0.985,55446143,55446408,55462034,55462349,15916
chr1,59220000,59225000,chr1,59245000,59250000,8,5.52453005121175e-27,0.982,59221065,59221491,59249514,59249864,28411
chr1,59235000,59240000,chr1,59245000,59250000,10,4.96483412938485e-38,0.999,59234961,59235245,59249514,59249864,14586
chr1,63150000,63155000,chr1,63155000,63160000,14,7.12252292676799e-59,0.998,63153751,63154302,63155194,63155378,1259
chr1,6445000,6450000,chr1,6450000,6455000,17,5.90819926865603e-67,1,6445817,6446088,6453245,6453509,7424
chr1,6445000,6450000,chr1,6475000,6480000,8,1.88584108951324e-30,0.979,6445817,6446088,6479876,6480074,34022
chr1,6450000,6455000,chr1,6470000,6475000,9,2.89179127335826e-35,0.992,6453245,6453509,6474410,6474690,21173
chr1,6460000,6465000,chr1,6470000,6475000,10,1.32746228075129e-38,0.999,6464796,6464975,6474410,6474690,9664
chr1,6470000,6475000,chr1,6475000,6480000,21,1.11580177410338e-90,1,6474410,6474690,6479876,6480074,5425
chr1,65720000,65725000,chr1,65725000,65730000,14,1.04346641277056e-62,1,65719958,65720376,65726623,65726849,6569
chr1,66725000,66730000,chr1,66730000,66735000,17,3.47277019645883e-67,1,66727931,66728300,66731497,66731815,3540
chr1,66730000,66735000,chr1,66735000,66740000,16,2.83684790973344e-67,1,66731497,66731815,66736866,66737259,5406
chr1,66735000,66740000,chr1,66745000,66750000,10,4.70065742167895e-40,0.999,66736866,66737259,66748022,66748341,11119
chr1,67515000,67520000,chr1,67520000,67525000,23,2.63884646371583e-101,1,67519302,67519877,67519971,67520269,530
chr1,68165000,68170000,chr1,68170000,68175000,12,1.6781568790734e-48,0.984,68166455,68166781,68174271,68174650,7842
chr1,68165000,68170000,chr1,68175000,68180000,8,5.07592330902432e-31,0.972,68166455,68166781,68179058,68179402,12612
chr1,68165000,68170000,chr1,68190000,68195000,7,7.96656240662948e-27,0.947,68166455,68166781,68190650,68190870,24142
chr1,68190000,68195000,chr1,68200000,68205000,8,4.6904169922886e-31,0.98,68190650,68190870,68201610,68202051,11070
chr1,68840000,68845000,chr1,68845000,68850000,14,2.85255913606099e-55,0.999,68843950,68844343,68848780,68849112,4799
chr1,8010000,8015000,chr1,8020000,8025000,7,1.96210525573961e-27,0.943,8014077,8014476,8021327,8021882,7328
chr1,8100000,8105000,chr1,8130000,8135000,11,3.23981861829448e-37,0.998,8100449,8101021,8130381,8130730,29820
chr1,8100000,8105000,chr1,8150000,8155000,9,2.68470702947994e-30,0.957,8100449,8101021,8154529,8155216,54137
chr1,8100000,8105000,chr1,8155000,8160000,18,1.49162435943623e-61,1,8100449,8101021,8157541,8157877,56974
chr1,8120000,8125000,chr1,8130000,8135000,13,6.85799131504275e-47,1,8121401,8121648,8130381,8130730,9031
chr1,8130000,8135000,chr1,8150000,8155000,10,3.61833685363996e-34,0.995,8130381,8130730,8154529,8155216,24317
chr1,8150000,8155000,chr1,8155000,8160000,55,5.91573923639923e-216,1,8154529,8155216,8157541,8157877,2836
chr1,8155000,8160000,chr1,8260000,8265000,11,3.27642366043704e-39,0.924,8157541,8157877,8262191,8262555,104664
chr1,8195000,8200000,chr1,8215000,8220000,7,8.86855031321688e-27,0.918,8197837,8198472,8215707,8215914,17656
chr1,8210000,8215000,chr1,8215000,8220000,28,5.75491281108346e-120,1,8214756,8215069,8215707,8215914,898
chr1,8255000,8260000,chr1,8260000,8265000,27,8.73813556060138e-107,1,8257776,8258246,8262191,8262555,4362
chr1,8255000,8260000,chr1,8270000,8275000,12,1.13381127367681e-43,1,8257776,8258246,8271933,8272471,14191
chr1,8255000,8260000,chr1,8290000,8295000,9,3.54271529718746e-31,0.981,8257776,8258246,8292108,8292600,34343
chr1,8405000,8410000,chr1,8410000,8415000,18,5.83532313569544e-80,1,8409103,8409291,8411787,8411997,2695
chr1,84610000,84615000,chr1,84620000,84625000,17,1.40578643540259e-62,1,84610768,84611105,84621834,84622362,11161
chr1,84710000,84715000,chr1,84715000,84720000,34,1.2296666802179e-135,1,84713147,84713581,84719505,84720018,6397
chr1,84825000,84830000,chr1,84830000,84835000,11,2.63636260516086e-43,0.941,84827490,84827752,84831360,84832141,4129
chr1,85755000,85760000,chr1,85760000,85765000,17,4.61631160133306e-75,1,85755138,85755511,85763356,85763919,8313
chr1,8930000,8935000,chr1,8960000,8965000,11,2.04612972363066e-40,1,8933659,8934004,8959983,8960355,26337
chr1,8950000,8955000,chr1,8960000,8965000,11,3.27121953416917e-42,0.999,8950010,8950349,8959983,8960355,9989
chr1,91850000,91855000,chr1,156185000,156190000,43,1.7367003670912e-99,0.997,91852722,91853174,156186172,156186680,64333478
chr1,9205000,9210000,chr1,9220000,9225000,11,4.33387772828615e-43,1,9205328,9205561,9224060,9224384,18777
chr1,93800000,93805000,chr1,93810000,93815000,7,4.93976304641874e-28,0.953,93804030,93804225,93811151,93811798,7347
chr1,940000,945000,chr1,945000,950000,16,1.22722939081415e-63,1,941937,942221,949678,950055,7787
chr1,94240000,94245000,chr1,94245000,94250000,18,1.39962691367675e-76,1,94240869,94241141,94245072,94245727,4394
chr1,94505000,94510000,chr1,94510000,94515000,28,1.77590926554176e-121,1,94505073,94505351,94511137,94511561,6137
chr1,94510000,94515000,chr1,94525000,94530000,9,1.22608060659603e-32,0.995,94511137,94511561,94527023,94527286,15805
chr1,94700000,94705000,chr1,94710000,94715000,9,8.48139406098028e-35,0.994,94703013,94703483,94713088,94713554,10073
chr1,95045000,95050000,chr1,95070000,95075000,8,5.04334486261292e-28,0.976,95045302,95045885,95071216,95071827,25928
chr1,95070000,95075000,chr1,95080000,95085000,12,6.68742780984301e-45,1,95071216,95071827,95082872,95083223,11526
chr1,95070000,95075000,chr1,95085000,95090000,7,1.19525323253143e-24,0.915,95071216,95071827,95086857,95087283,15548
chr1,95320000,95325000,chr1,95325000,95330000,33,6.17627174820633e-132,1,95320001,95320304,95329586,95329877,9579
chr1,9880000,9885000,chr1,9885000,9890000,11,2.29711330701237e-43,0.933,9883826,9884175,9885223,9885754,1488
chr20,10410000,10415000,chr20,10415000,10420000,106,0,1,10414690,10415061,10415095,10416221,782
chr20,10415000,10420000,chr20,10490000,10495000,9,9.5211627629666e-31,0.901,10415095,10416221,10492174,10492458,76658
chr20,10485000,10490000,chr20,10490000,10495000,13,9.63127191222637e-54,0.999,10488816,10488990,10492174,10492458,3413
chr20,10485000,10490000,chr20,10500000,10505000,7,1.74482311552557e-26,0.958,10488816,10488990,10501821,10502063,13039
chr20,10490000,10495000,chr20,10500000,10505000,7,2.13532203344269e-27,0.961,10492174,10492458,10501821,10502063,9626
chr20,10650000,10655000,chr20,10655000,10660000,13,7.16602960261474e-56,0.999,10654438,10655225,10655432,10655616,692
chr20,16495000,16500000,chr20,16510000,16515000,6,5.89685265040834e-24,0.902,16499013,16499239,16510808,16511002,11779
chr20,16505000,16510000,chr20,16510000,16515000,21,1.0192076557101e-89,1,16508763,16509048,16510808,16511002,1999
chr20,16550000,16555000,chr20,16555000,16560000,18,1.21862356852428e-82,1,16553919,16554333,16555350,16555747,1422
chr20,17515000,17520000,chr20,17550000,17555000,7,5.39224612198802e-30,0.939,17517655,17517928,17550262,17550458,32568
chr20,17815000,17820000,chr20,17820000,17825000,29,1.62506476468241e-124,1,17815929,17816249,17824078,17824374,8137
chr20,17820000,17825000,chr20,17830000,17835000,11,3.60175843391677e-40,1,17824078,17824374,17830413,17830813,6387
chr20,17830000,17835000,chr20,17835000,17840000,14,1.24287134030557e-55,1,17830413,17830813,17834979,17835188,4470
chr20,18475000,18480000,chr20,18485000,18490000,7,1.72292021228366e-29,0.946,18477603,18478070,18487895,18488723,10472
chr20,23335000,23340000,chr20,23340000,23345000,11,5.74138912918673e-48,0.961,23338697,23339107,23342308,23342785,3644
chr20,25200000,25205000,chr20,25210000,25215000,7,1.46232369824842e-28,0.956,25203831,25204095,25214095,25214344,10256
chr20,25200000,25205000,chr20,25225000,25230000,7,4.27352097233621e-28,0.958,25203831,25204095,25228591,25228846,24755
chr20,25600000,25605000,chr20,25605000,25610000,29,1.98693005231302e-130,1,25604347,25604901,25604985,25605189,463
chr20,30155000,30160000,chr20,30160000,30165000,15,3.50092546742948e-60,1,30158569,30158905,30160480,30161199,2102
chr20,30290000,30295000,chr20,30300000,30305000,13,1.63884369022225e-50,1,30292231,30292657,30301779,30302053,9472
chr20,31345000,31350000,chr20,31350000,31355000,18,3.52471941743758e-74,1,31349516,31349823,31349966,31350344,485
chr20,3185000,3190000,chr20,3190000,3195000,28,1.54932807356714e-120,1,3185079,3185368,3190006,3190364,4961
chr20,33100000,33105000,chr20,33110000,33115000,14,9.00503935530879e-54,1,33104333,33104579,33113787,33114182,9528
chr20,335000,340000,chr20,340000,345000,22,9.84296949186559e-96,1,335150,335402,343148,343431,8013
chr20,33540000,33545000,chr20,33545000,33550000,21,1.59332008404972e-89,1,33543144,33543847,33548642,33548843,5247
chr20,33865000,33870000,chr20,33870000,33875000,16,6.99899477132771e-74,1,33865702,33866104,33872287,33872921,6701
chr20,33895000,33900000,chr20,33905000,33910000,10,1.04708501244591e-38,0.997,33899177,33899554,33906301,33906564,7067
chr20,34195000,34200000,chr20,34200000,34205000,14,2.6104830986163e-58,0.999,34195341,34195578,34204005,34204455,8770
chr20,34200000,34205000,chr20,34205000,34210000,16,1.97184947048365e-65,1,34204005,34204455,34207120,34207395,3027
chr20,34250000,34255000,chr20,34285000,34290000,7,9.50933066616378e-26,0.934,34252592,34253086,34287142,34287724,34594
chr20,34285000,34290000,chr20,34330000,34335000,7,2.80713294090913e-25,0.909,34287142,34287724,34329390,34330788,42656
chr20,34540000,34545000,chr20,34580000,34585000,8,4.34016390466122e-31,0.964,34541991,34543017,34580692,34580928,38306
chr20,35895000,35900000,chr20,35915000,35920000,7,1.25612941674901e-27,0.965,35898158,35898395,35917830,35918218,19747
chr20,35915000,35920000,chr20,35920000,35925000,20,2.36168169875287e-85,1,35917830,35918218,35923405,35923695,5526
chr20,37390000,37395000,chr20,37405000,37410000,11,1.84093333379326e-41,0.998,37393600,37393851,37408236,37408658,14721
chr20,3790000,3795000,chr20,3795000,3800000,12,2.74964231523199e-48,0.984,3792355,3792797,3798989,3799261,6549
chr20,3795000,3800000,chr20,3800000,3805000,14,1.21645639543364e-60,0.998,3798989,3799261,3800697,3801624,2035
chr20,380000,385000,chr20,385000,390000,43,3.11788077835345e-180,1,382503,382779,388906,389119,6371
chr20,3865000,3870000,chr20,3870000,3875000,40,7.55917880381019e-164,1,3869199,3870185,3870826,3871272,1357
chr20,42835000,42840000,chr20,42845000,42850000,8,4.32097527632637e-30,0.985,42839472,42839881,42846080,42846286,6506
chr20,43360000,43365000,chr20,43365000,43370000,20,9.95759179696906e-90,1,43362063,43362287,43367495,43367813,5479
chr20,43535000,43540000,chr20,43540000,43545000,27,1.4414607304968e-117,1,43538401,43538580,43540021,43540366,1703
chr20,43585000,43590000,chr20,43595000,43600000,7,1.07581753774635e-27,0.937,43588854,43589291,43594827,43595245,5963
chr20,43970000,43975000,chr20,43975000,43980000,20,3.42621285468632e-83,1,43974271,43974517,43976883,43977097,2596
chr20,44405000,44410000,chr20,44410000,44415000,13,1.3182377942456e-54,0.995,44407689,44408142,44409987,44410347,2251
chr20,44410000,44415000,chr20,44420000,44425000,8,1.07880194983561e-31,0.982,44409987,44410347,44420393,44420763,10411
chr20,45315000,45320000,chr20,45325000,45330000,15,2.79438461037589e-59,1,45317672,45318482,45328443,45328672,10480
chr20,4570000,4575000,chr20,4580000,4585000,10,6.9001622320023e-40,1,4573321,4573494,4582236,4582472,8946
chr20,48725000,48730000,chr20,48730000,48735000,21,2.95075057004415e-89,1,48729189,48729888,48732394,48732755,3036
chr20,49075000,49080000,chr20,49080000,49085000,13,4.64160659835345e-54,0.996,49077310,49077601,49084493,49084871,7226
chr20,49340000,49345000,chr20,49345000,49350000,23,6.46967735282062e-93,1,49341360,49341906,49345541,49345774,4024
chr20,49345000,49350000,chr20,49350000,49355000,18,3.51772410825076e-74,1,49345541,49345774,49352330,49352554,6784
chr20,49400000,49405000,chr20,49405000,49410000,15,1.29804005551094e-63,0.999,49404610,49404827,49407160,49407546,2634
chr20,49570000,49575000,chr20,49575000,49580000,17,1.02635902459605e-77,1,49574727,49575236,49575248,49575646,465
chr20,49950000,49955000,chr20,49955000,49960000,14,8.90049989976054e-61,0.999,49951836,49952031,49957003,49957261,5198
chr20,50070000,50075000,chr20,50145000,50150000,8,3.87864171120522e-31,0.906,50072980,50073384,50147680,50147927,74621
chr20,50245000,50250000,chr20,50250000,50255000,18,3.3820665544597e-74,1,50247839,50248192,50252659,50252875,4751
chr20,5090000,5095000,chr20,5100000,5105000,7,3.64476696134369e-28,0.942,5093579,5093966,5100438,5100896,6894
chr20,52235000,52240000,chr20,52240000,52245000,47,6.09134541229322e-199,1,52238310,52238726,52240007,52240509,1740
chr20,52740000,52745000,chr20,52745000,52750000,37,2.35571699544763e-152,1,52739989,52740629,52749355,52749631,9184
chr20,58090000,58095000,chr20,58100000,58105000,39,3.88867681724173e-164,1,58090662,58090960,58100635,58100876,9944
chr20,61270000,61275000,chr20,61275000,61280000,18,1.08007815227702e-85,1,61273529,61273955,61275651,61275856,2011
chr20,61360000,61365000,chr20,61370000,61375000,13,1.01020743641399e-51,0.999,61361894,61362136,61371425,61371712,9553
chr20,62325000,62330000,chr20,62330000,62335000,14,1.33240397229012e-66,0.999,62327892,62328122,62331240,62331482,3354
chr20,62330000,62335000,chr20,62335000,62340000,16,1.59397171047103e-74,0.999,62331240,62331482,62339135,62339503,7958
chr20,625000,630000,chr20,630000,635000,12,5.74441724412594e-48,0.991,626214,626390,633877,634208,7740
chr21,34750000,34755000,chr21,34755000,34760000,13,1.97454831101838e-55,0.995,34752210,34752462,34755411,34755702,3220
chr21,36175000,36180000,chr21,36180000,36185000,26,8.5074383916195e-118,1,36179844,36180058,36180385,36180854,668
chr21,37300000,37305000,chr21,37310000,37315000,7,1.34402912601766e-26,0.956,37304857,37305035,37312639,37312921,7834
chr21,37510000,37515000,chr21,37580000,37585000,9,1.39762460992053e-33,0.957,37513801,37514155,37582396,37582650,68545
chr21,40165000,40170000,chr21,40170000,40175000,18,4.99569857663059e-78,1,40169463,40169724,40170345,40170728,943
chr21,44295000,44300000,chr21,44310000,44315000,9,6.58015507478015e-37,0.995,44299439,44299833,44313000,44313544,13636
chr21,45550000,45555000,chr21,45555000,45560000,21,9.21969710184447e-94,1,45553360,45553756,45557860,45558238,4491
chr21,46705000,46710000,chr21,46710000,46715000,10,4.04042911049798e-46,0.931,46707572,46708092,46712416,46712630,4691
chr22,19130000,19135000,chr22,19155000,19160000,7,2.90455645735343e-29,0.951,19132008,19132495,19159053,19159359,26954
chr22,19415000,19420000,chr22,19420000,19425000,11,5.17647014821025e-45,0.965,19419165,19419382,19419817,19420245,757
chr22,19435000,19440000,chr22,19465000,19470000,13,1.99656221366927e-50,1,19435017,19435472,19466550,19467494,31777
chr22,22005000,22010000,chr22,22010000,22015000,19,5.58430499320801e-81,1,22006254,22006637,22011713,22011899,5360
chr22,30590000,30595000,chr22,30600000,30605000,16,8.97603168078787e-65,1,30592284,30592506,30602926,30603272,10704
chr22,30830000,30835000,chr22,30835000,30840000,12,3.0603967853931e-53,0.994,30831573,30832048,30838965,30839229,7286
chr22,30835000,30840000,chr22,30840000,30845000,13,6.22129429229561e-60,0.996,30838965,30839229,30841206,30841477,2244
chr22,31195000,31200000,chr22,31200000,31205000,12,2.69233872104764e-52,0.988,31198824,31199073,31202430,31202678,3605
chr22,31885000,31890000,chr22,31890000,31895000,18,2.75003232183563e-78,1,31885690,31885943,31892279,31892507,6576
chr22,35765000,35770000,chr22,35770000,35775000,12,8.61102631563056e-52,0.984,35767909,35768537,35772915,35773225,4847
chr22,35770000,35775000,chr22,35775000,35780000,17,1.67797603082364e-76,1,35772915,35773225,35776833,35777341,4017
chr22,36230000,36235000,chr22,36235000,36240000,12,4.51951304291231e-54,0.983,36232415,36232614,36236414,36236787,4086
chr22,36845000,36850000,chr22,36850000,36855000,12,3.19754756085033e-49,0.982,36847843,36848059,36851073,36851308,3239
chr22,37250000,37255000,chr22,37265000,37270000,7,3.49698348567445e-29,0.964,37252382,37252686,37267889,37268114,15467
chr22,37585000,37590000,chr22,37590000,37595000,18,2.37233918089043e-77,1,37585268,37585582,37591960,37592278,6694
chr22,37825000,37830000,chr22,37835000,37840000,7,2.89802351030923e-27,0.916,37825081,37825337,37838501,37838866,13474
chr22,37920000,37925000,chr22,37930000,37935000,7,2.05327919036791e-28,0.927,37921376,37921802,37934784,37935149,13377
chr22,38035000,38040000,chr22,38040000,38045000,13,5.60211372503889e-60,0.998,38039371,38039576,38043986,38044181,4610
chr22,39075000,39080000,chr22,39090000,39095000,7,1.49741035407516e-25,0.951,39077699,39078212,39092597,39092875,14780
chr22,39090000,39095000,chr22,39095000,39100000,15,6.59322535776933e-65,0.999,39092597,39092875,39096767,39097220,4257
chr22,39885000,39890000,chr22,39890000,39895000,39,6.68504576810277e-181,1,39886176,39886589,39892410,39892634,6139
chr22,39890000,39895000,chr22,39895000,39900000,14,7.98454337717506e-58,0.998,39892410,39892634,39898054,39898560,5785
chr22,39930000,39935000,chr22,39935000,39940000,12,4.8672168271734e-51,0.989,39930795,39931033,39939193,39939407,8386
chr22,42080000,42085000,chr22,42090000,42095000,11,3.62773263032237e-42,1,42084714,42085048,42093136,42093402,8388
chr22,43250000,43255000,chr22,43260000,43265000,9,6.30957224508911e-37,0.992,43253104,43253565,43263742,43264087,10580
chr22,46850000,46855000,chr22,46855000,46860000,16,1.02363715801553e-73,1,46850819,46851044,46858622,46859168,7963
chr22,47150000,47155000,chr22,47155000,47160000,17,5.97291254357732e-75,1,47150265,47150685,47158314,47158584,7974
chr22,47155000,47160000,chr22,47165000,47170000,12,2.15048052895347e-50,1,47158314,47158584,47169747,47170157,11503
chr22,50310000,50315000,chr22,50325000,50330000,8,6.10856607919109e-31,0.985,50311649,50312307,50328985,50329144,17086
chr22,50355000,50360000,chr22,50360000,50365000,14,1.08924415671614e-64,0.999,50356052,50356299,50364453,50364773,8437
chr22,50720000,50725000,chr22,50740000,50745000,7,2.88711072065189e-29,0.964,50720901,50721187,50744223,50744615,23375
chr22,50765000,50770000,chr22,50780000,50785000,7,1.70800793292332e-28,0.977,50765145,50765732,50781555,50782024,16351
chr22,51020000,51025000,chr22,51050000,51055000,10,1.02568591210112e-39,0.995,51020571,51021323,51052172,51052435,31356
chr2,101510000,101515000,chr2,101515000,101520000,17,7.94248553943438e-71,1,101510331,101510702,101519266,101519674,8953
chr2,101730000,101735000,chr2,101740000,101745000,14,8.41021885886556e-53,1,101730250,101730640,101741509,101741794,11206
chr2,101740000,101745000,chr2,101765000,101770000,14,6.37876647729962e-54,0.999,101741509,101741794,101767645,101768216,26279
chr2,101975000,101980000,chr2,102000000,102005000,9,4.49097795093814e-33,0.996,101976749,101977040,102003806,102004058,27037
chr2,10420000,10425000,chr2,10425000,10430000,22,1.37769182009787e-92,1,10423291,10423780,10425579,10426066,2287
chr2,10420000,10425000,chr2,10430000,10435000,7,1.39127904729436e-28,0.96,10423291,10423780,10429979,10430373,6640
chr2,10425000,10430000,chr2,10430000,10435000,24,1.69885503005594e-100,1,10425579,10426066,10429979,10430373,4353
chr2,106010000,106015000,chr2,106020000,106025000,7,1.05879241093706e-25,0.929,106013198,106013491,106020597,106021114,7511
chr2,106020000,106025000,chr2,106025000,106030000,21,2.2904747995807e-89,1,106020597,106021114,106026184,106026380,5426
chr2,10970000,10975000,chr2,10975000,10980000,17,2.24853960233285e-72,1,10972399,10972733,10975455,10975745,3034
chr2,110365000,110370000,chr2,110370000,110375000,32,5.79513739673038e-129,1,110367284,110367670,110371608,110372045,4349
chr2,111785000,111790000,chr2,111790000,111795000,20,4.56388625581198e-82,1,111786360,111786598,111790288,111790823,4076
chr2,111870000,111875000,chr2,111875000,111880000,17,1.79189197305023e-71,1,111874624,111874920,111878076,111878598,3565
chr2,113385000,113390000,chr2,113395000,113400000,15,1.33213748382399e-57,1,113384905,113385198,113398405,113398678,13490
chr2,113445000,113450000,chr2,113450000,113455000,11,5.36701100070927e-45,0.937,113448482,113448908,113450050,113450343,1501
chr2,113480000,113485000,chr2,113490000,113495000,9,8.5618463958533e-40,0.994,113484263,113484603,113494647,113494958,10369
chr2,11605000,11610000,chr2,11615000,11620000,9,1.61062004946329e-35,0.996,11606063,11606517,11618011,11618281,11856
chr2,11825000,11830000,chr2,11830000,11835000,12,2.7476064990687e-49,0.986,11828532,11828827,11833058,11833358,4528
chr2,11875000,11880000,chr2,11880000,11885000,32,2.03923795590988e-134,1,11878640,11878905,11884084,11884579,5559
chr2,11880000,11885000,chr2,11925000,11930000,7,4.27421431044002e-26,0.932,11884084,11884579,11925100,11925357,40897
chr2,119980000,119985000,chr2,119990000,119995000,11,1.47407723721974e-43,0.999,119981114,119981485,119992177,119992390,10984
chr2,119990000,119995000,chr2,119995000,120000000,23,3.70079868876846e-94,1,119992177,119992390,119998214,119998603,6125
chr2,120120000,120125000,chr2,120145000,120150000,9,9.77088039837093e-35,0.994,120124044,120124670,120144966,120145151,20701
chr2,120980000,120985000,chr2,120995000,121000000,7,1.16774052111686e-27,0.966,120980504,120981139,120996288,120996894,15769
chr2,120995000,121000000,chr2,121000000,121005000,22,9.73448564122561e-94,1,120996288,120996894,121003131,121003277,6613
chr2,120995000,121000000,chr2,121010000,121015000,9,6.95190247650316e-37,0.996,120996288,120996894,121010048,121010383,13624
chr2,121445000,121450000,chr2,121450000,121455000,12,2.61331305121901e-50,0.986,121449116,121449332,121453233,121453490,4137
chr2,128155000,128160000,chr2,128165000,128170000,12,2.14551839379456e-49,1,128155888,128156096,128165566,128165758,9670
chr2,128165000,128170000,chr2,128170000,128175000,18,7.0423679794392e-74,1,128165566,128165758,128173469,128173718,7931
chr2,128565000,128570000,chr2,128575000,128580000,19,4.14732438558969e-73,1,128568170,128568984,128577728,128577890,9232
chr2,131090000,131095000,chr2,131095000,131100000,21,4.62080488089921e-82,1,131094633,131094965,131095005,131095275,341
chr2,131095000,131100000,chr2,131100000,131105000,58,7.55453721861796e-245,1,131095005,131095275,131099501,131100862,5041
chr2,131095000,131100000,chr2,131125000,131130000,8,6.94691924108054e-29,0.979,131095005,131095275,131129709,131129969,34699
chr2,131095000,131100000,chr2,131130000,131135000,7,1.81758415710531e-24,0.961,131095005,131095275,131130008,131130495,35111
chr2,131095000,131100000,chr2,131145000,131150000,7,4.18333522321942e-24,0.923,131095005,131095275,131148935,131149483,54069
chr2,131125000,131130000,chr2,131130000,131135000,19,1.35021494552527e-79,1,131129709,131129969,131130008,131130495,412
chr2,131130000,131135000,chr2,131145000,131150000,9,2.96737508221828e-34,0.996,131130008,131130495,131148935,131149483,18957
chr2,15725000,15730000,chr2,15730000,15735000,10,2.27497255484778e-41,0.9,15728554,15728787,15731688,15732223,3285
chr2,160105000,160110000,chr2,160120000,160125000,7,4.73561403595398e-27,0.948,160106489,160106787,160121786,160122015,15262
chr2,161080000,161085000,chr2,161095000,161100000,8,3.53869177977474e-31,0.992,161080558,161080927,161098446,161098699,17830
chr2,162100000,162105000,chr2,162105000,162110000,11,2.05695494866034e-46,0.953,162100986,162101318,162107435,162107636,6383
chr2,169055000,169060000,chr2,169060000,169065000,44,3.08070169381961e-177,1,169055029,169055336,169060855,169061069,5779
chr2,169060000,169065000,chr2,169065000,169070000,46,8.81465699908849e-184,1,169060855,169061069,169067590,169068081,6873
chr2,169060000,169065000,chr2,169070000,169075000,17,4.8415586273977e-59,1,169060855,169061069,169072976,169073770,12411
chr2,169065000,169070000,chr2,169070000,169075000,42,2.27038399288676e-165,1,169067590,169068081,169072976,169073770,5537
chr2,172285000,172290000,chr2,172290000,172295000,25,3.47458483658404e-109,1,172289895,172290091,172290282,172291314,805
chr2,173090000,173095000,chr2,173095000,173100000,12,1.990121579414e-53,0.989,173091147,173091388,173096612,173097093,5585
chr2,174265000,174270000,chr2,174310000,174315000,7,1.03377811148141e-26,0.916,174267157,174267456,174313929,174314227,46771
chr2,174900000,174905000,chr2,174915000,174920000,8,1.52397443716284e-28,0.976,174904546,174904961,174916456,174916810,11879
chr2,176030000,176035000,chr2,176045000,176050000,11,5.94977239060018e-44,0.999,176032309,176033337,176046206,176046717,13638
chr2,182645000,182650000,chr2,182650000,182655000,29,1.94192100995491e-117,1,182647387,182647702,182650515,182650772,3099
chr2,182645000,182650000,chr2,182655000,182660000,10,1.02543556638613e-37,0.998,182647387,182647702,182655985,182656502,8699
chr2,182650000,182655000,chr2,182655000,182660000,56,1.44439736595599e-228,1,182650515,182650772,182655985,182656502,5600
chr2,182650000,182655000,chr2,182675000,182680000,12,1.61117253802727e-39,1,182650515,182650772,182675534,182676181,25214
chr2,182655000,182660000,chr2,182675000,182680000,12,9.49797539774196e-41,1,182655985,182656502,182675534,182676181,19614
chr2,192105000,192110000,chr2,192110000,192115000,11,8.52041267566965e-50,0.972,192108453,192108623,192109751,192110365,1520
chr2,20000000,20005000,chr2,20015000,20020000,8,1.7074188709349e-31,0.991,20001177,20001539,20019417,20019568,18134
chr2,206945000,206950000,chr2,206950000,206955000,32,1.39496745322424e-136,1,206949160,206949470,206949865,206951151,1193
chr2,207845000,207850000,chr2,207850000,207855000,23,2.7247854900641e-97,1,207846500,207846711,207854132,207854342,7631
chr2,209115000,209120000,chr2,209120000,209125000,22,6.23596917972718e-90,1,209119016,209119337,209119757,209120331,867
chr2,209115000,209120000,chr2,209130000,209135000,8,9.08514764924253e-30,0.978,209119016,209119337,209130450,209131101,11599
chr2,209120000,209125000,chr2,209130000,209135000,16,5.60238771891634e-62,1,209119757,209120331,209130450,209131101,10731
chr2,217965000,217970000,chr2,217970000,217975000,29,1.10451515604437e-125,1,217968980,217969158,217970532,217970836,1615
chr2,219150000,219155000,chr2,219155000,219160000,21,5.42991902181614e-87,1,219151941,219152190,219157085,219157449,5201
chr2,219710000,219715000,chr2,219715000,219720000,10,5.79124938013679e-41,0.917,219712444,219712730,219717526,219717823,5087
chr2,220110000,220115000,chr2,220115000,220120000,17,1.26767596698698e-76,1,220109978,220110438,220118513,220118794,8445
chr2,220250000,220255000,chr2,220265000,220270000,8,1.70890545964344e-30,0.981,220253078,220253549,220267687,220267964,14512
chr2,220265000,220270000,chr2,220295000,220300000,7,6.84344872157263e-26,0.938,220267687,220267964,220298998,220299267,31307
chr2,220295000,220300000,chr2,220305000,220310000,7,1.73387582224085e-30,0.957,220298998,220299267,220306650,220306881,7633
chr2,220505000,220510000,chr2,220510000,220515000,15,2.52883821332343e-63,1,220507196,220507514,220510440,220510762,3246
chr2,224410000,224415000,chr2,224420000,224425000,7,4.34798483711098e-24,0.911,224413881,224414392,224422387,224422607,8360
